,Buy and Hold,Strategy,Longs,Sells,Shorts,Covers,Stdev_Strategy,Stdev_Hold,Stock
4903,133.98,-1.11,7,7,7,7,15.888139204838902,1796.68400340847,AAPL_380-160
4904,133.98,-3.86,10,10,9,9,54.84107489188516,1796.68400340847,AAPL_390-60
4905,133.98,-4.41,7,7,7,7,68.59255674943573,1796.68400340847,AAPL_395-270
4906,133.98,-4.57,7,7,7,7,64.89342056043779,1796.68400340847,AAPL_420-275
4907,133.98,-5.61,7,7,7,7,99.01424337652372,1796.68400340847,AAPL_405-170
4908,133.98,-1.42,7,7,7,7,27.533753806797662,1796.68400340847,AAPL_455-90
4909,133.98,0.14,7,7,7,7,33.82881316644289,1796.68400340847,AAPL_430-185
4910,133.98,2.12,7,7,7,7,45.13935667310879,1796.68400340847,AAPL_495-210
4911,133.98,-1.63,7,7,7,7,34.50528847567287,1796.68400340847,AAPL_480-100
4912,133.98,-4.73,8,8,7,7,64.63310293609574,1796.68400340847,AAPL_415-75
4913,133.98,-2.55,7,7,7,7,35.11643242868256,1796.68400340847,AAPL_445-190
4914,133.98,-4.2,7,7,7,7,72.4106998836798,1796.68400340847,AAPL_435-285
4915,133.98,-9.47,28,27,22,22,132.51915216014774,1796.68400340847,AAPL_490-5
4916,133.98,-3.33,7,7,7,7,75.56721607372084,1796.68400340847,AAPL_470-200
4917,133.98,-4.75,7,7,7,7,77.6215430027886,1796.68400340847,AAPL_380-165
4918,133.98,1.37,7,7,7,7,39.64755226724143,1796.68400340847,AAPL_420-280
4919,133.98,-0.7,7,7,7,7,40.09293080759471,1796.68400340847,AAPL_460-300
4920,133.98,-1.04,9,9,8,8,17.232374977350236,1796.68400340847,AAPL_390-65
4921,133.98,0.99,7,7,7,7,37.26560750367607,1796.68400340847,AAPL_395-275
4922,133.98,-0.02,7,7,7,7,17.42952554905818,1796.68400340847,AAPL_405-175
4923,133.98,-5.24,7,7,7,7,76.32073502431497,1796.68400340847,AAPL_455-95
4924,133.98,-5.62,7,7,7,7,90.05635592484555,1796.68400340847,AAPL_480-105
4925,133.98,-4.61,7,7,7,7,65.82442025207766,1796.68400340847,AAPL_430-190
4926,133.98,-3.82,7,7,7,7,74.8538675293465,1796.68400340847,AAPL_495-215
4927,133.98,-4.18,7,7,7,7,69.55047021016642,1796.68400340847,AAPL_445-195
4928,133.98,-3.46,7,7,7,7,69.80327557923647,1796.68400340847,AAPL_470-205
4929,133.98,-8.31,9,9,8,8,104.45618049937742,1796.68400340847,AAPL_415-80
4930,133.98,-2.82,7,7,7,7,66.47594864945322,1796.68400340847,AAPL_435-290
4931,133.98,-0.76,7,7,7,7,23.87968425705936,1796.68400340847,AAPL_380-170
4932,133.98,-5.8,16,16,15,15,98.4335892797045,1796.68400340847,AAPL_490-10
4933,133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_465-0
4934,133.98,-3.44,8,8,8,8,66.06597690923996,1796.68400340847,AAPL_395-280
4935,133.98,-6.41,7,7,7,7,111.23953769256826,1796.68400340847,AAPL_420-285
4936,133.98,1.32,9,9,8,8,29.39407995828225,1796.68400340847,AAPL_390-70
4937,133.98,-3.31,7,7,7,7,50.393985043670185,1796.68400340847,AAPL_405-180
4938,133.98,1.73,7,7,7,7,27.578667251505703,1796.68400340847,AAPL_455-100
4939,133.98,-0.15,7,7,7,7,48.45869427430883,1796.68400340847,AAPL_480-110
4940,133.98,-3.7,7,7,7,7,67.15657810662105,1796.68400340847,AAPL_430-195
4941,133.98,-2.06,7,7,7,7,36.81547199462366,1796.68400340847,AAPL_495-220
4942,133.98,-9.43,7,7,7,7,143.57609995109232,1796.68400340847,AAPL_470-210
4943,133.98,-3.3,9,9,8,8,52.27511167804942,1796.68400340847,AAPL_415-85
4944,133.98,-3.88,7,7,7,7,51.51547828172364,1796.68400340847,AAPL_445-200
4945,133.98,-4.46,7,7,7,7,62.24717516452839,1796.68400340847,AAPL_380-175
4946,133.98,-8.18,15,15,15,15,110.43957548414524,1796.68400340847,AAPL_490-15
4947,133.98,-1.52,8,8,8,8,37.74341188592353,1796.68400340847,AAPL_395-285
4948,133.98,-2.93,7,7,7,7,42.5145103526462,1796.68400340847,AAPL_435-295
4949,133.98,-2.54,8,8,8,8,40.77903191815692,1796.68400340847,AAPL_420-290
4950,133.98,-5.75,9,9,8,8,81.36029627311065,1796.68400340847,AAPL_390-75
4951,133.98,-12.69,30,29,28,28,170.8267759813958,1796.68400340847,AAPL_465-5
4952,133.98,-4.54,7,7,7,7,80.3134545988798,1796.68400340847,AAPL_405-185
4953,133.98,-1.5,7,7,7,7,30.823605203319605,1796.68400340847,AAPL_455-105
4954,133.98,0.25,7,7,7,7,39.828741601739466,1796.68400340847,AAPL_480-115
4955,133.98,-3.62,7,7,7,7,59.0452252807374,1796.68400340847,AAPL_430-200
4956,133.98,-3.83,7,7,7,7,53.14907018523974,1796.68400340847,AAPL_495-225
4957,133.98,-3.48,7,7,7,7,59.92082888661787,1796.68400340847,AAPL_470-215
4958,133.98,-2.22,8,8,7,7,62.79711144602094,1796.68400340847,AAPL_415-90
4959,133.98,-3.14,7,7,7,7,46.68133304457725,1796.68400340847,AAPL_445-205
4960,133.98,-2.12,7,7,7,7,42.90176933034577,1796.68400340847,AAPL_380-180
4961,133.98,-9.05,13,13,13,13,154.7066172061009,1796.68400340847,AAPL_490-20
4962,133.98,-3.01,7,7,7,7,34.54932717413727,1796.68400340847,AAPL_435-300
4963,133.98,-4.55,9,9,9,9,68.1558819432654,1796.68400340847,AAPL_395-290
4964,133.98,0.61,9,9,8,8,32.33211161627088,1796.68400340847,AAPL_390-80
4965,133.98,-2.68,7,7,7,7,46.35803758267525,1796.68400340847,AAPL_420-295
4966,133.98,-4.15,7,7,7,7,61.63168342005415,1796.68400340847,AAPL_405-190
4967,133.98,-3.98,7,7,7,7,55.95556925686124,1796.68400340847,AAPL_455-110
4968,133.98,-4.45,20,20,19,19,63.09492163669092,1796.68400340847,AAPL_465-10
4969,133.98,-4.75,8,8,8,8,74.33583565727157,1796.68400340847,AAPL_430-205
4970,133.98,-2.1,7,7,7,7,64.06992855519594,1796.68400340847,AAPL_480-120
4971,133.98,-4.5,7,7,7,7,65.89064268836319,1796.68400340847,AAPL_470-220
4972,133.98,-2.83,8,8,7,7,30.08089614253213,1796.68400340847,AAPL_415-95
4973,133.98,-6.31,7,7,7,7,85.77669924243152,1796.68400340847,AAPL_495-230
4974,133.98,-3.55,7,7,7,7,63.22377147415104,1796.68400340847,AAPL_445-210
4975,133.98,-3.36,8,8,8,8,48.17801442557615,1796.68400340847,AAPL_380-185
4976,133.98,-4.71,13,13,13,13,65.59344067071186,1796.68400340847,AAPL_490-25
4977,133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_440-0
4978,133.98,-1.66,9,9,9,9,42.94473915327128,1796.68400340847,AAPL_395-295
4979,133.98,-3.09,7,7,7,7,62.667155901964655,1796.68400340847,AAPL_420-300
4980,133.98,-3.1,9,9,8,8,72.9384867356895,1796.68400340847,AAPL_390-85
4981,133.98,-6.2,7,7,7,7,86.87722951722843,1796.68400340847,AAPL_455-115
4982,133.98,-2.87,8,8,8,8,42.52433975877982,1796.68400340847,AAPL_405-195
4983,133.98,-0.46,7,7,7,7,22.632979542634555,1796.68400340847,AAPL_430-210
4984,133.98,-3.92,7,7,7,7,62.94562147974754,1796.68400340847,AAPL_480-125
4985,133.98,-2.63,17,17,16,16,81.06390756745553,1796.68400340847,AAPL_465-15
4986,133.98,0.1,7,7,7,7,29.896351882200445,1796.68400340847,AAPL_470-225
4987,133.98,-4.56,8,8,7,7,59.56858163880215,1796.68400340847,AAPL_415-100
4988,133.98,-0.7,7,7,7,7,36.37350120064783,1796.68400340847,AAPL_495-235
4989,133.98,-2.62,7,7,7,7,33.91095652306238,1796.68400340847,AAPL_445-215
4990,133.98,-9.3,9,9,9,9,133.5492025414193,1796.68400340847,AAPL_395-300
4991,133.98,-8.22,12,12,12,12,141.20081518961086,1796.68400340847,AAPL_490-30
4992,133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_425-0
4993,133.98,-4.63,9,9,8,8,84.25911932291852,1796.68400340847,AAPL_390-90
4994,133.98,-5.47,7,7,7,7,90.90740636722772,1796.68400340847,AAPL_455-120
4995,133.98,-1.48,9,9,9,9,33.27344840497021,1796.68400340847,AAPL_380-190
4996,133.98,-2.72,7,7,7,7,47.44477658442576,1796.68400340847,AAPL_405-200
4997,133.98,-9.2,25,25,22,22,123.03524569372432,1796.68400340847,AAPL_440-5
4998,133.98,-0.44,7,7,7,7,39.45968885992425,1796.68400340847,AAPL_430-215
4999,133.98,-1.24,7,7,7,7,44.72538110479337,1796.68400340847,AAPL_480-130
5000,133.98,-12.19,14,14,14,14,184.0098713940173,1796.68400340847,AAPL_465-20
5001,133.98,-1.81,7,7,7,7,36.79646843066198,1796.68400340847,AAPL_470-230
5002,133.98,-3.91,8,8,7,7,51.10880454811897,1796.68400340847,AAPL_415-105
5003,133.98,-3.05,7,7,7,7,64.50137082628707,1796.68400340847,AAPL_495-240
5004,133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_400-0
5005,133.98,-5.77,8,8,7,7,78.59003386029184,1796.68400340847,AAPL_390-95
5006,133.98,-0.49,7,7,7,7,32.61738468017172,1796.68400340847,AAPL_445-220
5007,133.98,-3.5,7,7,7,7,50.06166219194631,1796.68400340847,AAPL_380-195
5008,133.98,-3.74,11,11,11,11,40.99227026165176,1796.68400340847,AAPL_490-35
5009,133.98,-2.37,7,7,7,7,37.22951615125957,1796.68400340847,AAPL_405-205
5010,133.98,-10.43,25,25,23,23,160.58442718454302,1796.68400340847,AAPL_425-5
5011,133.98,-3.82,20,20,20,20,75.44107487774254,1796.68400340847,AAPL_440-10
5012,133.98,-4.15,7,7,7,7,50.2909763907888,1796.68400340847,AAPL_455-125
5013,133.98,-6.75,7,7,7,7,88.83754983237354,1796.68400340847,AAPL_430-220
5014,133.98,-4.06,14,14,14,14,61.45295391973425,1796.68400340847,AAPL_465-25
5015,133.98,-2.46,7,7,7,7,48.82839010897644,1796.68400340847,AAPL_480-135
5016,133.98,-2.92,7,7,7,7,41.61152353084661,1796.68400340847,AAPL_470-235
5017,133.98,-2.93,8,8,7,7,36.779031201554574,1796.68400340847,AAPL_390-100
5018,133.98,-3.12,8,7,7,7,44.37729534496389,1796.68400340847,AAPL_415-110
5019,133.98,1.11,7,7,7,7,32.56604331365939,1796.68400340847,AAPL_445-225
5020,133.98,0.88,7,7,7,7,45.8359968892773,1796.68400340847,AAPL_495-245
5021,133.98,-3.95,7,7,7,7,71.23715122352779,1796.68400340847,AAPL_380-200
5022,133.98,-3.35,9,9,9,9,46.18000775082382,1796.68400340847,AAPL_490-40
5023,133.98,-8.58,16,16,16,16,136.28518491124038,1796.68400340847,AAPL_440-15
5024,133.98,-6.75,28,28,25,25,90.5951571828655,1796.68400340847,AAPL_400-5
5025,133.98,-3.11,7,7,7,7,54.059408180568376,1796.68400340847,AAPL_455-130
5026,133.98,-5.69,20,20,20,20,98.3494836248751,1796.68400340847,AAPL_425-10
5027,133.98,-3.13,7,7,7,7,54.73844984790036,1796.68400340847,AAPL_430-225
5028,133.98,-2.65,7,7,7,7,34.44648835139673,1796.68400340847,AAPL_405-210
5029,133.98,-6.01,14,14,14,14,104.81363612096092,1796.68400340847,AAPL_465-30
5030,133.98,-4.72,7,7,7,7,68.17158489160232,1796.68400340847,AAPL_480-140
5031,133.98,-3.53,7,7,7,7,64.15172521011048,1796.68400340847,AAPL_470-240
5032,133.98,-5.14,7,7,7,7,90.7096236557477,1796.68400340847,AAPL_445-230
5033,133.98,-3.62,7,7,7,7,54.80586032683964,1796.68400340847,AAPL_495-250
5034,133.98,-3.55,7,7,7,7,50.59530319684293,1796.68400340847,AAPL_415-115
5035,133.98,-3.35,9,9,9,9,50.99035726055307,1796.68400340847,AAPL_490-45
5036,133.98,-3.9,8,8,7,7,55.52778304971349,1796.68400340847,AAPL_390-105
5037,133.98,-8.81,15,15,15,15,124.73095198561602,1796.68400340847,AAPL_440-20
5038,133.98,-3.2,7,7,7,7,53.01703024177706,1796.68400340847,AAPL_455-135
5039,133.98,-2.18,7,7,7,7,31.929530528665108,1796.68400340847,AAPL_380-205
5040,133.98,-10.72,23,23,22,22,165.78974241825875,1796.68400340847,AAPL_400-10
5041,133.98,-3.35,7,7,7,7,54.77179941913137,1796.68400340847,AAPL_405-215
5042,133.98,0.01,7,7,7,7,21.70790277229892,1796.68400340847,AAPL_430-230
5043,133.98,-5.09,13,13,13,13,66.81264275476232,1796.68400340847,AAPL_465-35
5044,133.98,-4.74,19,19,19,19,108.67312270476675,1796.68400340847,AAPL_425-15
5045,133.98,-1.12,7,7,7,7,18.93000536241157,1796.68400340847,AAPL_470-245
5046,133.98,-1.35,7,7,7,7,30.437449301084,1796.68400340847,AAPL_480-145
5047,133.98,-0.38,7,7,7,7,17.009082706074167,1796.68400340847,AAPL_415-120
5048,133.98,-1.04,7,7,7,7,23.746019425654733,1796.68400340847,AAPL_445-235
5049,133.98,-3.78,7,7,7,7,42.42258640773343,1796.68400340847,AAPL_495-255
5050,133.98,-3.22,8,8,7,7,44.0282071609085,1796.68400340847,AAPL_390-110
5051,133.98,-3.31,9,9,9,9,76.50416805364904,1796.68400340847,AAPL_490-50
5052,133.98,-8.69,14,14,14,14,149.75754879063126,1796.68400340847,AAPL_440-25
5053,133.98,-6.2,7,7,7,7,94.94796495371936,1796.68400340847,AAPL_380-210
5054,133.98,-11.66,19,19,19,19,188.53038548842176,1796.68400340847,AAPL_400-15
5055,133.98,-4.22,7,7,7,7,71.22661506488885,1796.68400340847,AAPL_455-140
5056,133.98,-2.49,12,12,12,12,51.17493821784219,1796.68400340847,AAPL_465-40
5057,133.98,-2.05,7,7,7,7,67.16175358337176,1796.68400340847,AAPL_430-235
5058,133.98,-4.57,7,7,7,7,53.25511076289318,1796.68400340847,AAPL_405-220
5059,133.98,-0.85,7,7,7,7,17.31467222659848,1796.68400340847,AAPL_480-150
5060,133.98,-4.5,7,7,7,7,61.51679121772797,1796.68400340847,AAPL_470-250
5061,133.98,-3.8,16,16,16,16,90.7369980918962,1796.68400340847,AAPL_425-20
5062,133.98,-0.95,7,7,7,7,25.34869649623998,1796.68400340847,AAPL_495-260
5063,133.98,-4.22,7,7,7,7,83.62620255008541,1796.68400340847,AAPL_415-125
5064,133.98,-6.64,8,8,7,7,72.8075264373231,1796.68400340847,AAPL_390-115
5065,133.98,-5.22,7,7,7,7,91.96304754568644,1796.68400340847,AAPL_445-240
5066,133.98,-2.65,9,9,8,8,37.38908346715455,1796.68400340847,AAPL_490-55
5067,133.98,-2.11,7,7,7,7,48.19627908752764,1796.68400340847,AAPL_380-215
5068,133.98,-2.25,14,14,14,14,50.04812615628183,1796.68400340847,AAPL_440-30
5069,133.98,-2.0,17,17,15,15,68.1021858193513,1796.68400340847,AAPL_400-20
5070,133.98,-2.7,7,7,7,7,60.25137218965033,1796.68400340847,AAPL_455-145
5071,133.98,-2.14,7,7,7,7,40.83780319853903,1796.68400340847,AAPL_405-225
5072,133.98,-1.87,7,7,7,7,48.45284714373571,1796.68400340847,AAPL_470-255
5073,133.98,-1.51,11,11,11,11,43.46143621777621,1796.68400340847,AAPL_465-45
5074,133.98,-2.11,7,7,7,7,40.20655245163992,1796.68400340847,AAPL_430-240
5075,133.98,-2.72,16,16,15,15,73.9295979073148,1796.68400340847,AAPL_425-25
5076,133.98,-4.46,7,7,7,7,79.87477814546118,1796.68400340847,AAPL_480-155
5077,133.98,-1.47,7,7,7,7,19.86721414422519,1796.68400340847,AAPL_445-245
5078,133.98,1.54,7,7,7,7,38.92596397300301,1796.68400340847,AAPL_495-265
5079,133.98,-8.3,9,9,8,8,148.3466524052624,1796.68400340847,AAPL_490-60
5080,133.98,-2.69,8,8,7,7,51.528125319341456,1796.68400340847,AAPL_390-120
5081,133.98,-2.87,7,7,7,7,46.81742662738216,1796.68400340847,AAPL_415-130
5082,133.98,-2.62,13,13,13,13,68.29749446677332,1796.68400340847,AAPL_440-35
5083,133.98,-3.1,7,7,7,7,41.43320207553894,1796.68400340847,AAPL_380-220
5084,133.98,-3.99,14,14,13,13,57.06645846501221,1796.68400340847,AAPL_400-25
5085,133.98,-2.22,7,7,7,7,32.95907473119811,1796.68400340847,AAPL_405-230
5086,133.98,-2.83,7,7,7,7,51.45458972720258,1796.68400340847,AAPL_455-150
5087,133.98,-3.12,10,10,10,9,41.56511473414884,1796.68400340847,AAPL_465-50
5088,133.98,-3.0,7,7,7,7,43.56373659310013,1796.68400340847,AAPL_470-260
5089,133.98,-1.85,7,7,7,7,45.23986366625079,1796.68400340847,AAPL_430-245
5090,133.98,-1.9,7,7,7,7,45.83169049560106,1796.68400340847,AAPL_480-160
5091,133.98,-7.92,16,16,15,15,116.85863070089056,1796.68400340847,AAPL_425-30
5092,133.98,-5.03,7,7,7,7,81.593925853557,1796.68400340847,AAPL_495-270
5093,133.98,-2.85,7,7,7,7,55.55938231232496,1796.68400340847,AAPL_445-250
5094,133.98,-3.14,8,8,8,8,63.67311813788975,1796.68400340847,AAPL_490-65
5095,133.98,-1.33,8,7,7,7,30.22736600991153,1796.68400340847,AAPL_390-125
5096,133.98,-1.63,7,7,7,7,30.66089052319873,1796.68400340847,AAPL_415-135
5097,133.98,-2.91,12,12,12,12,76.6955923089949,1796.68400340847,AAPL_440-40
5098,133.98,-4.39,7,7,7,7,71.1872266538281,1796.68400340847,AAPL_380-225
5099,133.98,-4.88,12,12,12,12,104.97352043891266,1796.68400340847,AAPL_400-30
5100,133.98,0.36,7,7,7,7,13.689247579458248,1796.68400340847,AAPL_455-155
5101,133.98,-0.88,7,7,7,7,50.12960407031887,1796.68400340847,AAPL_405-235
5102,133.98,-3.3,9,9,8,8,71.99842503009222,1796.68400340847,AAPL_465-55
5103,133.98,-0.32,7,7,7,7,32.7477382871773,1796.68400340847,AAPL_470-265
5104,133.98,-3.62,7,7,7,7,63.00143252870832,1796.68400340847,AAPL_430-250
5105,133.98,1.94,12,12,12,12,61.84391039735777,1796.68400340847,AAPL_425-35
5106,133.98,-2.54,7,7,7,7,47.41553908034479,1796.68400340847,AAPL_480-165
5107,133.98,-3.87,7,7,7,7,58.8283129702661,1796.68400340847,AAPL_495-275
5108,133.98,-2.4,7,7,7,7,30.90200419426065,1796.68400340847,AAPL_445-255
5109,133.98,-2.68,9,9,9,9,54.77580775572547,1796.68400340847,AAPL_490-70
5110,133.98,-3.04,11,11,11,11,42.02332610719655,1796.68400340847,AAPL_440-45
5111,133.98,-2.11,7,7,7,7,41.072336702560975,1796.68400340847,AAPL_415-140
5112,133.98,2.25,7,7,7,7,31.494469896623052,1796.68400340847,AAPL_390-130
5113,133.98,4.07,7,7,7,7,96.67061023390704,1796.68400340847,AAPL_405-240
5114,133.98,-4.73,12,12,11,11,85.73445602112695,1796.68400340847,AAPL_400-35
5115,133.98,-1.87,7,7,7,7,23.832889351700697,1796.68400340847,AAPL_380-230
5116,133.98,-3.44,9,9,8,8,51.7275591460362,1796.68400340847,AAPL_465-60
5117,133.98,-1.57,7,7,7,7,22.481820029445696,1796.68400340847,AAPL_455-160
5118,133.98,-3.55,7,7,7,7,52.65734244668517,1796.68400340847,AAPL_470-270
5119,133.98,-2.52,13,13,13,13,51.4074451130131,1796.68400340847,AAPL_425-40
5120,133.98,-2.04,7,7,7,7,49.68927823661684,1796.68400340847,AAPL_480-170
5121,133.98,-3.78,7,7,7,7,66.98778675536644,1796.68400340847,AAPL_430-255
5122,133.98,-1.96,7,7,7,7,70.3142045648565,1796.68400340847,AAPL_495-280
5123,133.98,-2.4,7,7,7,7,49.15229209347476,1796.68400340847,AAPL_415-145
5124,133.98,-2.97,7,7,7,7,46.819020784713416,1796.68400340847,AAPL_445-260
5125,133.98,-0.16,7,7,7,7,30.15182874743713,1796.68400340847,AAPL_405-245
5126,133.98,-0.81,7,7,7,7,15.613099634518363,1796.68400340847,AAPL_390-135
5127,133.98,-3.37,11,11,10,10,43.98586237007648,1796.68400340847,AAPL_440-50
5128,133.98,-3.15,10,10,9,9,73.9152651149016,1796.68400340847,AAPL_400-40
5129,133.98,-4.92,7,7,7,7,56.38210447081387,1796.68400340847,AAPL_380-235
5130,133.98,-6.36,8,8,8,8,101.24247274084463,1796.68400340847,AAPL_490-75
5131,133.98,-2.7,12,12,11,11,52.06995567191582,1796.68400340847,AAPL_425-45
5132,133.98,-3.4,8,8,8,8,53.63866363131835,1796.68400340847,AAPL_465-65
5133,133.98,-2.06,7,7,7,7,25.92076153296249,1796.68400340847,AAPL_455-165
5134,133.98,-1.91,7,7,7,7,57.08423185419955,1796.68400340847,AAPL_430-260
5135,133.98,-1.95,7,7,7,7,81.90157792752433,1796.68400340847,AAPL_470-275
5136,133.98,-6.61,7,7,7,7,99.17298184117034,1796.68400340847,AAPL_480-175
5137,133.98,-5.73,7,7,7,7,74.62690046282432,1796.68400340847,AAPL_495-285
5138,133.98,-4.53,7,7,7,7,69.71378344317414,1796.68400340847,AAPL_415-150
5139,133.98,-0.36,7,7,7,7,59.00981215948859,1796.68400340847,AAPL_405-250
5140,133.98,-3.28,7,7,7,7,55.09065948987722,1796.68400340847,AAPL_445-265
5141,133.98,-6.02,10,10,9,9,97.07693410684112,1796.68400340847,AAPL_400-45
5142,133.98,-6.46,7,7,7,7,120.64306647755264,1796.68400340847,AAPL_390-140
5143,133.98,-8.66,7,7,7,7,126.12511296734073,1796.68400340847,AAPL_380-240
5144,133.98,-6.27,10,10,9,9,93.52396419570266,1796.68400340847,AAPL_425-50
5145,133.98,-7.52,10,10,9,9,122.47646528006474,1796.68400340847,AAPL_440-55
5146,133.98,-3.69,8,8,8,8,58.40863625284943,1796.68400340847,AAPL_490-80
5147,133.98,-0.77,7,7,7,7,28.73119073738504,1796.68400340847,AAPL_430-265
5148,133.98,-2.04,8,8,8,8,33.70264251997678,1796.68400340847,AAPL_465-70
5149,133.98,-2.5,7,7,7,7,55.87613141006421,1796.68400340847,AAPL_415-155
5150,133.98,-2.19,7,7,7,7,54.91503575903329,1796.68400340847,AAPL_455-170
5151,133.98,-1.41,10,10,9,9,29.74339760746224,1796.68400340847,AAPL_400-50
5152,133.98,-3.19,7,7,7,7,47.79300789692377,1796.68400340847,AAPL_405-255
5153,133.98,-5.07,7,7,7,7,71.3554458828176,1796.68400340847,AAPL_390-145
5154,133.98,-2.43,7,7,7,7,51.82740905125902,1796.68400340847,AAPL_480-180
5155,133.98,-1.48,7,7,7,7,40.70623142147558,1796.68400340847,AAPL_445-270
5156,133.98,-1.99,7,7,7,7,32.76388055696012,1796.68400340847,AAPL_380-245
5157,133.98,-3.49,7,7,7,7,45.841400074668336,1796.68400340847,AAPL_470-280
5158,133.98,-6.36,9,9,8,8,106.11488700346337,1796.68400340847,AAPL_425-55
5159,133.98,-3.06,7,7,7,7,71.66748073554834,1796.68400340847,AAPL_495-290
5160,133.98,-4.04,10,10,9,9,50.413084798568725,1796.68400340847,AAPL_440-60
5161,133.98,-3.62,7,7,7,7,76.8090740197827,1796.68400340847,AAPL_430-270
5162,133.98,-1.65,8,8,8,8,24.78364696476539,1796.68400340847,AAPL_490-85
5163,133.98,-1.29,7,7,7,7,27.069200844495224,1796.68400340847,AAPL_415-160
5164,133.98,-4.46,8,8,8,8,86.77402357244529,1796.68400340847,AAPL_465-75
5165,133.98,-0.49,7,7,7,7,24.32150242757757,1796.68400340847,AAPL_390-150
5166,133.98,-5.61,10,10,9,9,72.54071010049768,1796.68400340847,AAPL_400-55
5167,133.98,-2.3,7,7,7,7,30.83618535834823,1796.68400340847,AAPL_405-260
5168,133.98,1.2,7,7,7,7,41.50746816855183,1796.68400340847,AAPL_380-250
5169,133.98,0.72,7,7,7,7,56.26275591370654,1796.68400340847,AAPL_455-175
5170,133.98,0.81,7,7,7,7,17.277461305288156,1796.68400340847,AAPL_480-185
5171,133.98,-2.31,9,9,8,8,47.50003322709227,1796.68400340847,AAPL_425-60
5172,133.98,-4.36,7,7,7,7,51.65841250208945,1796.68400340847,AAPL_445-275
5173,133.98,-0.89,7,7,7,7,33.23413523240525,1796.68400340847,AAPL_470-285
5174,133.98,-3.36,7,7,7,7,81.20163780127169,1796.68400340847,AAPL_495-295
5175,133.98,-3.84,7,7,7,7,53.704112324300304,1796.68400340847,AAPL_415-165
5176,133.98,4.19,7,7,7,7,58.7879821772902,1796.68400340847,AAPL_430-275
5177,133.98,-7.41,9,9,8,8,120.13407188313847,1796.68400340847,AAPL_440-65
5178,133.98,-3.02,8,8,8,8,40.378770779977344,1796.68400340847,AAPL_465-80
5179,133.98,-6.55,8,8,8,8,112.7164591031958,1796.68400340847,AAPL_490-90
5180,133.98,-2.18,7,7,7,7,42.77609584859748,1796.68400340847,AAPL_390-155
5181,133.98,-2.67,9,9,8,8,70.2990745518176,1796.68400340847,AAPL_400-60
5182,133.98,-2.65,7,7,7,7,37.54461054919993,1796.68400340847,AAPL_405-265
5183,133.98,-6.06,9,9,8,8,70.06614476386625,1796.68400340847,AAPL_425-65
5184,133.98,-3.94,7,7,7,7,55.91778911030726,1796.68400340847,AAPL_455-180
5185,133.98,-3.14,7,7,7,7,53.375639600770384,1796.68400340847,AAPL_380-255
5186,133.98,-3.27,7,7,7,7,54.48835310285683,1796.68400340847,AAPL_445-280
5187,133.98,-6.97,7,7,7,7,100.97065267574403,1796.68400340847,AAPL_470-290
5188,133.98,-6.11,7,7,7,7,103.58768259443649,1796.68400340847,AAPL_415-170
5189,133.98,-4.87,7,7,7,7,60.50324018625346,1796.68400340847,AAPL_430-280
5190,133.98,-3.59,7,7,7,7,57.55381331154268,1796.68400340847,AAPL_480-190
5191,133.98,-2.98,7,7,7,7,59.75920363785387,1796.68400340847,AAPL_495-300
5192,133.98,-2.37,7,7,7,7,32.667523321748355,1796.68400340847,AAPL_465-85
5193,133.98,-3.7,7,7,7,7,64.39896411936682,1796.68400340847,AAPL_390-160
5194,133.98,-5.54,7,7,7,7,85.47996859846388,1796.68400340847,AAPL_490-95
5195,133.98,-0.8,8,8,8,8,50.46390219922826,1796.68400340847,AAPL_440-70
5196,133.98,-1.61,10,10,8,8,35.31853791827708,1796.68400340847,AAPL_400-65
5197,133.98,-5.53,7,7,7,7,78.09026644719403,1796.68400340847,AAPL_405-270
5198,133.98,-5.06,8,8,7,7,83.92985552190565,1796.68400340847,AAPL_425-70
5199,133.98,-1.2,7,7,7,7,23.29536380541811,1796.68400340847,AAPL_380-260
5200,133.98,-2.43,7,7,7,7,36.464932360442106,1796.68400340847,AAPL_455-185
5201,133.98,-0.84,7,7,7,7,25.61014251795044,1796.68400340847,AAPL_470-295
5202,133.98,-3.76,7,7,7,7,73.27205221748012,1796.68400340847,AAPL_445-285
5203,133.98,-4.16,7,7,7,7,71.42179966465821,1796.68400340847,AAPL_415-175
5204,133.98,-5.52,7,7,7,7,83.87375978887123,1796.68400340847,AAPL_480-195
5205,133.98,-3.96,7,7,7,7,51.28807789025787,1796.68400340847,AAPL_430-285
5206,133.98,0.0,0,0,0,0,0.0,1796.68400340847,AAPL_500-0
5207,133.98,-3.29,7,7,7,7,60.9203934824537,1796.68400340847,AAPL_390-165
5208,133.98,-6.65,7,7,7,7,118.85214053462413,1796.68400340847,AAPL_465-90
5209,133.98,-3.04,7,7,7,7,49.8678015279268,1796.68400340847,AAPL_490-100
5210,133.98,-2.52,7,7,7,7,39.30464590287518,1796.68400340847,AAPL_405-275
5211,133.98,-2.58,8,8,7,7,35.41199579297861,1796.68400340847,AAPL_400-70
5212,133.98,-4.8,7,7,7,7,70.87306782134715,1796.68400340847,AAPL_440-75
