,SLOWFAST,Buy and Hold,Strategy,SLOW,FAST
675,59-18,73.175,71.67625,59,18
676,59-19,73.175,71.275,59,19
677,59-2,73.175,53.97375,59,2
678,59-20,73.175,73.8325,59,20
679,59-21,73.175,72.91125,59,21
680,59-22,73.175,71.31625,59,22
681,59-23,73.175,71.855,59,23
682,59-24,73.175,70.7,59,24
683,59-25,73.175,69.9475,59,25
684,59-26,73.175,69.4525,59,26
685,59-27,73.175,70.4275,59,27
686,59-28,73.175,71.95625,59,28
687,59-29,73.175,71.62125,59,29
688,59-3,73.175,58.36625,59,3
689,59-30,73.175,72.70375,59,30
690,59-31,73.175,71.5675,59,31
691,59-32,73.175,74.375,59,32
692,59-33,73.175,80.5925,59,33
693,59-34,73.175,81.425,59,34
694,59-35,73.175,81.49125,59,35
695,59-36,73.175,76.64,59,36
696,59-37,73.175,76.85375,59,37
697,59-38,73.175,75.7925,59,38
698,59-39,73.175,74.70875,59,39
699,59-4,73.175,60.2275,59,4
700,59-40,73.175,74.55499999999999,59,40
701,59-41,73.175,73.4025,59,41
702,59-42,73.175,72.31875,59,42
703,59-43,73.175,71.91499999999999,59,43
704,59-44,73.175,71.61874999999999,59,44
705,59-45,73.175,71.45125,59,45
706,59-46,73.175,72.58749999999999,59,46
707,59-47,73.175,73.365,59,47
708,59-48,73.175,73.8425,59,48
709,59-49,73.175,73.61625,59,49
710,59-5,73.175,63.675000000000004,59,5
711,59-50,73.175,73.0825,59,50
712,59-51,73.175,73.425,59,51
713,59-52,73.175,73.015,59,52
714,59-53,73.175,72.4325,59,53
715,59-54,73.175,72.2825,59,54
716,59-55,73.175,71.78625,59,55
717,59-56,73.175,71.5625,59,56
718,59-57,73.175,71.05,59,57
719,59-58,73.175,71.15625,59,58
720,59-59,73.175,0.0,59,59
721,59-6,73.175,63.81625,59,6
722,59-60,73.175,0.0050000000000002265,59,60
723,59-61,73.175,-0.011250000000000093,59,61
724,59-62,73.175,-0.044999999999999596,59,62
725,59-63,73.175,-0.3024999999999999,59,63
726,59-64,73.175,-0.1362500000000001,59,64
727,59-65,73.175,0.14875000000000005,59,65
728,59-66,73.175,-0.04500000000000004,59,66
729,59-67,73.175,0.33125000000000016,59,67
730,59-68,73.175,0.6062500000000003,59,68
731,59-69,73.175,0.8475,59,69
732,59-7,73.175,65.845,59,7
733,59-70,73.175,0.61875,59,70
734,59-71,73.175,0.5450000000000003,59,71
735,59-72,73.175,0.4800000000000001,59,72
736,59-73,73.175,-0.10750000000000004,59,73
737,59-74,73.175,-0.12624999999999964,59,74
738,59-8,73.175,66.85,59,8
739,59-9,73.175,65.7075,59,9
740,60-1,73.175,53.845,60,1
741,60-10,73.175,66.7425,60,10
742,60-11,73.175,66.26125,60,11
743,60-12,73.175,70.225,60,12
744,60-13,73.175,67.44125,60,13
745,60-14,73.175,72.56375,60,14
746,60-15,73.175,72.8925,60,15
747,60-16,73.175,72.94625,60,16
748,60-17,73.175,72.6075,60,17
749,60-18,73.175,70.3825,60,18
750,60-19,73.175,73.20125,60,19
751,60-2,73.175,55.7375,60,2
752,60-20,73.175,73.55375,60,20
753,60-21,73.175,71.4675,60,21
754,60-22,73.175,71.75875,60,22
755,60-23,73.175,73.06,60,23
756,60-24,73.175,71.00625000000001,60,24
757,60-25,73.175,69.79375,60,25
758,60-26,73.175,70.83375000000001,60,26
759,60-27,73.175,71.27625,60,27
760,60-28,73.175,70.67125,60,28
761,60-29,73.175,73.72125,60,29
762,60-3,73.175,59.78625,60,3
763,60-30,73.175,72.89875,60,30
764,60-31,73.175,72.5475,60,31
765,60-32,73.175,77.50625,60,32
766,60-33,73.175,81.0825,60,33
767,60-34,73.175,81.35125000000001,60,34
768,60-35,73.175,76.365,60,35
769,60-36,73.175,76.52625,60,36
770,60-37,73.175,76.43875,60,37
771,60-38,73.175,74.73375,60,38
772,60-39,73.175,74.75625,60,39
773,60-4,73.175,61.83375,60,4
774,60-40,73.175,73.53125,60,40
775,60-41,73.175,72.51125,60,41
776,60-42,73.175,71.84375,60,42
777,60-43,73.175,71.64375,60,43
778,60-44,73.175,71.4475,60,44
779,60-45,73.175,72.45125,60,45
780,60-46,73.175,72.86749999999999,60,46
781,60-47,73.175,73.59125,60,47
782,60-48,73.175,73.66125,60,48
783,60-49,73.175,73.145,60,49
784,60-5,73.175,60.8775,60,5
785,60-50,73.175,73.47375,60,50
786,60-51,73.175,73.485,60,51
787,60-52,73.175,72.4325,60,52
788,60-53,73.175,72.30624999999999,60,53
789,60-54,73.175,71.81,60,54
790,60-55,73.175,71.5625,60,55
791,60-56,73.175,71.05,60,56
792,60-57,73.175,71.15625,60,57
793,60-58,73.175,72.0525,60,58
794,60-59,73.175,72.42375,60,59
795,60-6,73.175,68.035,60,6
796,60-60,73.175,0.0,60,60
797,60-61,73.175,-0.044999999999999596,60,61
798,60-62,73.175,-0.4099999999999998,60,62
799,60-63,73.175,-0.13375000000000015,60,63
800,60-64,73.175,0.14875000000000005,60,64
801,60-65,73.175,-0.23124999999999984,60,65
802,60-66,73.175,0.41000000000000003,60,66
803,60-67,73.175,0.6062500000000003,60,67
804,60-68,73.175,0.8475,60,68
805,60-69,73.175,0.6274999999999998,60,69
806,60-7,73.175,65.72,60,7
807,60-70,73.175,0.5450000000000003,60,70
808,60-71,73.175,0.3949999999999999,60,71
809,60-72,73.175,-0.10124999999999995,60,72
810,60-73,73.175,-0.19374999999999998,60,73
811,60-74,73.175,-0.04250000000000009,60,74
812,60-8,73.175,66.87875,60,8
813,60-9,73.175,67.87,60,9
814,61-1,73.175,55.386250000000004,61,1
815,61-10,73.175,66.29375,61,10
816,61-11,73.175,66.66,61,11
817,61-12,73.175,67.16125,61,12
818,61-13,73.175,65.95625,61,13
819,61-14,73.175,71.8125,61,14
820,61-15,73.175,72.4825,61,15
821,61-16,73.175,73.30875,61,16
822,61-17,73.175,70.2075,61,17
823,61-18,73.175,70.4925,61,18
824,61-19,73.175,72.67125,61,19
825,61-2,73.175,53.771249999999995,61,2
826,61-20,73.175,73.2125,61,20
827,61-21,73.175,72.67625,61,21
828,61-22,73.175,73.3475,61,22
829,61-23,73.175,71.24875,61,23
830,61-24,73.175,69.6125,61,24
831,61-25,73.175,69.38125,61,25
832,61-26,73.175,70.50750000000001,61,26
833,61-27,73.175,70.5475,61,27
834,61-28,73.175,74.2325,61,28
835,61-29,73.175,72.78375,61,29
836,61-3,73.175,59.08875,61,3
837,61-30,73.175,71.7525,61,30
838,61-31,73.175,75.9675,61,31
839,61-32,73.175,81.165,61,32
840,61-33,73.175,80.72125,61,33
841,61-34,73.175,76.16,61,34
842,61-35,73.175,76.5525,61,35
843,61-36,73.175,76.98125,61,36
844,61-37,73.175,74.865,61,37
845,61-38,73.175,74.16875,61,38
846,61-39,73.175,73.775,61,39
847,61-4,73.175,61.01125,61,4
848,61-40,73.175,72.5225,61,40
849,61-41,73.175,72.05499999999999,61,41
850,61-42,73.175,71.5725,61,42
851,61-43,73.175,71.435,61,43
852,61-44,73.175,73.26625,61,44
853,61-45,73.175,73.1725,61,45
854,61-46,73.175,73.4975,61,46
855,61-47,73.175,73.9225,61,47
856,61-48,73.175,73.1775,61,48
857,61-49,73.175,73.495,61,49
858,61-5,73.175,60.36625,61,5
859,61-50,73.175,73.33125,61,50
860,61-51,73.175,72.6825,61,51
861,61-52,73.175,72.315,61,52
862,61-53,73.175,71.83749999999999,61,53
863,61-54,73.175,71.5625,61,54
864,61-55,73.175,71.05,61,55
865,61-56,73.175,71.05499999999999,61,56
866,61-57,73.175,72.0525,61,57
867,61-58,73.175,72.1625,61,58
868,61-59,73.175,72.36749999999999,61,59
869,61-6,73.175,68.4225,61,6
870,61-60,73.175,72.39125,61,60
871,61-61,73.175,0.0,61,61
872,61-62,73.175,-0.13375000000000015,61,62
873,61-63,73.175,0.14875000000000005,61,63
874,61-64,73.175,-0.23124999999999984,61,64
875,61-65,73.175,0.42500000000000016,61,65
876,61-66,73.175,0.6062500000000003,61,66
877,61-67,73.175,0.8475,61,67
878,61-68,73.175,0.5762499999999998,61,68
879,61-69,73.175,0.5325000000000003,61,69
880,61-7,73.175,67.8625,61,7
881,61-70,73.175,0.4162499999999999,61,70
882,61-71,73.175,-0.1137499999999999,61,71
883,61-72,73.175,-0.16125,61,72
884,61-73,73.175,0.05999999999999994,61,73
885,61-74,73.175,0.1974999999999999,61,74
886,61-8,73.175,67.3475,61,8
887,61-9,73.175,67.745,61,9
888,62-1,73.175,55.84875,62,1
889,62-10,73.175,66.635,62,10
890,62-11,73.175,65.86625,62,11
891,62-12,73.175,63.95875,62,12
892,62-13,73.175,72.19125,62,13
893,62-14,73.175,72.24375,62,14
894,62-15,73.175,72.53375,62,15
895,62-16,73.175,71.80375,62,16
896,62-17,73.175,68.67999999999999,62,17
897,62-18,73.175,72.76,62,18
898,62-19,73.175,73.05125,62,19
899,62-2,73.175,52.65,62,2
900,62-20,73.175,72.79,62,20
901,62-21,73.175,73.29125,62,21
902,62-22,73.175,72.245,62,22
903,62-23,73.175,71.44375,62,23
904,62-24,73.175,69.45,62,24
905,62-25,73.175,68.49875,62,25
906,62-26,73.175,70.79375,62,26
907,62-27,73.175,72.0725,62,27
908,62-28,73.175,73.0,62,28
909,62-29,73.175,71.855,62,29
910,62-3,73.175,57.6175,62,3
911,62-30,73.175,75.56375,62,30
912,62-31,73.175,81.1275,62,31
913,62-32,73.175,80.83125,62,32
914,62-33,73.175,79.39,62,33
915,62-34,73.175,76.41125,62,34
916,62-35,73.175,77.525,62,35
917,62-36,73.175,74.8025,62,36
918,62-37,73.175,74.09625,62,37
919,62-38,73.175,74.165,62,38
920,62-39,73.175,73.16625,62,39
921,62-4,73.175,60.665,62,4
922,62-40,73.175,72.17625,62,40
923,62-41,73.175,71.7325,62,41
924,62-42,73.175,71.56625,62,42
925,62-43,73.175,71.11125,62,43
926,62-44,73.175,72.9125,62,44
927,62-45,73.175,72.98375,62,45
928,62-46,73.175,73.9375,62,46
929,62-47,73.175,73.225,62,47
930,62-48,73.175,73.2175,62,48
931,62-49,73.175,73.24,62,49
932,62-5,73.175,61.32,62,5
933,62-50,73.175,72.765,62,50
934,62-51,73.175,72.11625,62,51
935,62-52,73.175,71.8175,62,52
936,62-53,73.175,71.685,62,53
937,62-54,73.175,71.35625,62,54
938,62-55,73.175,71.05499999999999,62,55
939,62-56,73.175,72.205,62,56
940,62-57,73.175,72.1625,62,57
941,62-58,73.175,72.36749999999999,62,58
942,62-59,73.175,72.39125,62,59
943,62-6,73.175,66.9675,62,6
944,62-60,73.175,72.825,62,60
945,62-61,73.175,72.44375,62,61
946,62-62,73.175,0.0,62,62
947,62-63,73.175,-0.23624999999999974,62,63
948,62-64,73.175,0.42500000000000016,62,64
949,62-65,73.175,0.6062500000000003,62,65
950,62-66,73.175,0.47750000000000015,62,66
951,62-67,73.175,0.5762499999999998,62,67
952,62-68,73.175,0.525,62,68
953,62-69,73.175,0.43874999999999986,62,69
954,62-7,73.175,66.13250000000001,62,7
955,62-70,73.175,-0.2637499999999998,62,70
956,62-71,73.175,-0.13749999999999984,62,71
957,62-72,73.175,-0.018750000000000155,62,72
958,62-73,73.175,0.5112500000000001,62,73
959,62-74,73.175,1.3399999999999999,62,74
960,62-8,73.175,68.9725,62,8
961,62-9,73.175,66.5675,62,9
962,63-1,73.175,58.79875,63,1
963,63-10,73.175,64.1375,63,10
964,63-11,73.175,65.125,63,11
965,63-12,73.175,66.39125,63,12
966,63-13,73.175,71.825,63,13
967,63-14,73.175,72.54875,63,14
968,63-15,73.175,71.90875,63,15
969,63-16,73.175,69.8925,63,16
970,63-17,73.175,71.99625,63,17
971,63-18,73.175,73.28875,63,18
972,63-19,73.175,73.5175,63,19
973,63-2,73.175,53.12,63,2
974,63-20,73.175,74.3775,63,20
975,63-21,73.175,72.64375,63,21
976,63-22,73.175,72.03,63,22
977,63-23,73.175,69.49375,63,23
978,63-24,73.175,69.01625,63,24
979,63-25,73.175,69.99249999999999,63,25
980,63-26,73.175,70.65125,63,26
981,63-27,73.175,73.50750000000001,63,27
982,63-28,73.175,72.72125,63,28
983,63-29,73.175,72.0525,63,29
984,63-3,73.175,56.39875,63,3
985,63-30,73.175,76.715,63,30
986,63-31,73.175,80.635,63,31
987,63-32,73.175,80.81375,63,32
988,63-33,73.175,76.43375,63,33
989,63-34,73.175,76.4775,63,34
990,63-35,73.175,75.4475,63,35
991,63-36,73.175,75.15875,63,36
992,63-37,73.175,74.5025,63,37
993,63-38,73.175,73.5275,63,38
994,63-39,73.175,72.215,63,39
995,63-4,73.175,57.82375,63,4
996,63-40,73.175,71.98125,63,40
997,63-41,73.175,71.53875,63,41
998,63-42,73.175,71.28125,63,42
999,63-43,73.175,72.395,63,43
1000,63-44,73.175,73.1375,63,44
1001,63-45,73.175,73.55375,63,45
1002,63-46,73.175,73.2175,63,46
1003,63-47,73.175,73.31625,63,47
1004,63-48,73.175,73.445,63,48
1005,63-49,73.175,72.90625,63,49
1006,63-5,73.175,61.5075,63,5
1007,63-50,73.175,72.0825,63,50
1008,63-51,73.175,71.8725,63,51
1009,63-52,73.175,71.685,63,52
1010,63-53,73.175,71.36749999999999,63,53
1011,63-54,73.175,71.05499999999999,63,54
1012,63-55,73.175,72.205,63,55
1013,63-56,73.175,72.14874999999999,63,56
1014,63-57,73.175,72.36749999999999,63,57
1015,63-58,73.175,72.35,63,58
1016,63-59,73.175,72.71,63,59
1017,63-6,73.175,65.95375,63,6
1018,63-60,73.175,72.44375,63,60
1019,63-61,73.175,72.11,63,61
1020,63-62,73.175,72.63125,63,62
1021,63-63,73.175,0.0,63,63
1022,63-64,73.175,0.5975000000000003,63,64
1023,63-65,73.175,0.47750000000000015,63,65
1024,63-66,73.175,0.5762499999999998,63,66
1025,63-67,73.175,0.525,63,67
1026,63-68,73.175,0.4987499999999999,63,68
1027,63-69,73.175,-0.2637499999999998,63,69
1028,63-7,73.175,66.2475,63,7
1029,63-70,73.175,-0.10999999999999999,63,70
1030,63-71,73.175,-0.018750000000000155,63,71
1031,63-72,73.175,0.5112500000000001,63,72
1032,63-73,73.175,1.3325,63,73
1033,63-74,73.175,1.7537500000000001,63,74
1034,63-8,73.175,65.6975,63,8
1035,63-9,73.175,65.0275,63,9
1036,64-1,73.175,59.365,64,1
1037,64-10,73.175,64.02,64,10
1038,64-11,73.175,63.17875,64,11
1039,64-12,73.175,69.99125,64,12
1040,64-13,73.175,71.94375,64,13
1041,64-14,73.175,71.63,64,14
1042,64-15,73.175,70.83375,64,15
1043,64-16,73.175,68.83375,64,16
1044,64-17,73.175,73.52125,64,17
1045,64-18,73.175,72.89375,64,18
1046,64-19,73.175,72.91875,64,19
1047,64-2,73.175,53.41,64,2
1048,64-20,73.175,74.0175,64,20
1049,64-21,73.175,71.85125,64,21
1050,64-22,73.175,71.6175,64,22
1051,64-23,73.175,68.795,64,23
1052,64-24,73.175,68.0475,64,24
1053,64-25,73.175,70.52,64,25
1054,64-26,73.175,74.66125,64,26
1055,64-27,73.175,73.305,64,27
1056,64-28,73.175,71.8575,64,28
1057,64-29,73.175,75.00625,64,29
1058,64-3,73.175,56.73125,64,3
1059,64-30,73.175,81.19,64,30
1060,64-31,73.175,81.53625,64,31
1061,64-32,73.175,75.78125,64,32
1062,64-33,73.175,76.64125,64,33
1063,64-34,73.175,75.59125,64,34
1064,64-35,73.175,74.94625,64,35
1065,64-36,73.175,74.745,64,36
1066,64-37,73.175,73.4175,64,37
1067,64-38,73.175,72.565,64,38
1068,64-39,73.175,71.975,64,39
1069,64-4,73.175,56.713750000000005,64,4
1070,64-40,73.175,71.5325,64,40
1071,64-41,73.175,71.36625,64,41
1072,64-42,73.175,72.36625,64,42
1073,64-43,73.175,73.0425,64,43
1074,64-44,73.175,73.81125,64,44
1075,64-45,73.175,73.285,64,45
1076,64-46,73.175,73.64874999999999,64,46
1077,64-47,73.175,73.3075,64,47
1078,64-48,73.175,73.22,64,48
1079,64-49,73.175,72.0825,64,49
1080,64-5,73.175,61.72,64,5
1081,64-50,73.175,72.28625,64,50
1082,64-51,73.175,72.01125,64,51
1083,64-52,73.175,71.31,64,52
1084,64-53,73.175,70.74125,64,53
1085,64-54,73.175,72.05875,64,54
1086,64-55,73.175,72.215,64,55
1087,64-56,73.175,72.32,64,56
1088,64-57,73.175,72.35,64,57
1089,64-58,73.175,72.65625,64,58
1090,64-59,73.175,72.4475,64,59
1091,64-6,73.175,66.6025,64,6
1092,64-60,73.175,72.11,64,60
1093,64-61,73.175,72.62625,64,61
1094,64-62,73.175,71.82625,64,62
1095,64-63,73.175,71.62625,64,63
1096,64-64,73.175,0.0,64,64
1097,64-65,73.175,0.5762499999999998,64,65
1098,64-66,73.175,0.525,64,66
1099,64-67,73.175,0.4987499999999999,64,67
1100,64-68,73.175,-0.17749999999999966,64,68
1101,64-69,73.175,-0.11375000000000013,64,69
1102,64-7,73.175,65.99125000000001,64,7
1103,64-70,73.175,0.06500000000000006,64,70
1104,64-71,73.175,0.6575000000000003,64,71
1105,64-72,73.175,1.2512500000000002,64,72
1106,64-73,73.175,1.56875,64,73
1107,64-74,73.175,1.1025,64,74
1108,64-8,73.175,65.43375,64,8
1109,64-9,73.175,65.1975,64,9
1110,65-1,73.175,61.2775,65,1
1111,65-10,73.175,62.9875,65,10
1112,65-11,73.175,65.35125,65,11
1113,65-12,73.175,73.84875,65,12
1114,65-13,73.175,73.14875,65,13
1115,65-14,73.175,71.5275,65,14
1116,65-15,73.175,70.40875,65,15
1117,65-16,73.175,72.78125,65,16
1118,65-17,73.175,73.74125000000001,65,17
1119,65-18,73.175,73.0325,65,18
1120,65-19,73.175,74.67999999999999,65,19
1121,65-2,73.175,54.698750000000004,65,2
1122,65-20,73.175,73.1675,65,20
1123,65-21,73.175,71.995,65,21
1124,65-22,73.175,68.30375,65,22
1125,65-23,73.175,69.0525,65,23
1126,65-24,73.175,69.53375,65,24
1127,65-25,73.175,73.1225,65,25
1128,65-26,73.175,73.43625,65,26
1129,65-27,73.175,72.935,65,27
1130,65-28,73.175,72.98125,65,28
1131,65-29,73.175,81.17375,65,29
1132,65-3,73.175,56.42125,65,3
1133,65-30,73.175,81.45875,65,30
1134,65-31,73.175,80.545,65,31
1135,65-32,73.175,76.30625,65,32
1136,65-33,73.175,75.96,65,33
1137,65-34,73.175,74.93,65,34
1138,65-35,73.175,74.40125,65,35
1139,65-36,73.175,73.6925,65,36
1140,65-37,73.175,72.96375,65,37
1141,65-38,73.175,72.095,65,38
1142,65-39,73.175,71.60875,65,39
1143,65-4,73.175,57.241249999999994,65,4
1144,65-40,73.175,71.3175,65,40
1145,65-41,73.175,72.72875,65,41
1146,65-42,73.175,72.77374999999999,65,42
1147,65-43,73.175,73.28625,65,43
1148,65-44,73.175,73.4575,65,44
1149,65-45,73.175,73.50125,65,45
1150,65-46,73.175,73.39999999999999,65,46
1151,65-47,73.175,73.1475,65,47
1152,65-48,73.175,72.16499999999999,65,48
1153,65-49,73.175,72.1125,65,49
1154,65-5,73.175,63.74125,65,5
1155,65-50,73.175,71.9275,65,50
1156,65-51,73.175,71.24374999999999,65,51
1157,65-52,73.175,70.88374999999999,65,52
1158,65-53,73.175,71.78999999999999,65,53
1159,65-54,73.175,72.215,65,54
1160,65-55,73.175,72.1725,65,55
1161,65-56,73.175,72.35625,65,56
1162,65-57,73.175,72.65625,65,57
1163,65-58,73.175,72.4475,65,58
1164,65-59,73.175,72.11,65,59
1165,65-6,73.175,64.155,65,6
1166,65-60,73.175,72.62625,65,60
1167,65-61,73.175,71.82625,65,61
1168,65-62,73.175,71.61375,65,62
1169,65-63,73.175,71.72749999999999,65,63
1170,65-64,73.175,71.64874999999999,65,64
1171,65-65,73.175,0.0,65,65
1172,65-66,73.175,0.4987499999999999,65,66
1173,65-67,73.175,-0.15374999999999972,65,67
1174,65-68,73.175,-0.11375000000000013,65,68
1175,65-69,73.175,0.06500000000000006,65,69
1176,65-7,73.175,66.545,65,7
1177,65-70,73.175,0.9537500000000002,65,70
1178,65-71,73.175,1.18125,65,71
1179,65-72,73.175,1.5862500000000002,65,72
1180,65-73,73.175,0.8575,65,73
1181,65-74,73.175,-0.10249999999999992,65,74
1182,65-8,73.175,64.21875,65,8
1183,65-9,73.175,63.9975,65,9
1184,66-1,73.175,58.76625,66,1
1185,66-10,73.175,64.36625000000001,66,10
1186,66-11,73.175,69.08625,66,11
1187,66-12,73.175,73.2025,66,12
1188,66-13,73.175,72.38125,66,13
1189,66-14,73.175,72.16625,66,14
1190,66-15,73.175,71.30625,66,15
1191,66-16,73.175,73.6925,66,16
1192,66-17,73.175,73.50125,66,17
1193,66-18,73.175,73.79375,66,18
1194,66-19,73.175,73.24375,66,19
1195,66-2,73.175,56.23375,66,2
1196,66-20,73.175,72.47375,66,20
1197,66-21,73.175,69.2825,66,21
1198,66-22,73.175,68.57375,66,22
1199,66-23,73.175,67.98375,66,23
1200,66-24,73.175,72.705,66,24
1201,66-25,73.175,74.89375,66,25
1202,66-26,73.175,72.5775,66,26
1203,66-27,73.175,72.38,66,27
1204,66-28,73.175,75.74875,66,28
1205,66-29,73.175,81.4875,66,29
1206,66-3,73.175,57.81,66,3
1207,66-30,73.175,79.7475,66,30
1208,66-31,73.175,76.475,66,31
1209,66-32,73.175,75.48375,66,32
1210,66-33,73.175,74.745,66,33
1211,66-34,73.175,74.98,66,34
1212,66-35,73.175,74.07625,66,35
1213,66-36,73.175,73.55,66,36
1214,66-37,73.175,72.3275,66,37
1215,66-38,73.175,71.70875,66,38
1216,66-39,73.175,71.52374999999999,66,39
1217,66-4,73.175,55.645,66,4
1218,66-40,73.175,70.98125,66,40
1219,66-41,73.175,73.0325,66,41
1220,66-42,73.175,72.8125,66,42
1221,66-43,73.175,73.58125,66,43
1222,66-44,73.175,72.98625,66,44
1223,66-45,73.175,73.43124999999999,66,45
1224,66-46,73.175,73.32375,66,46
1225,66-47,73.175,72.30499999999999,66,47
1226,66-48,73.175,72.23625,66,48
1227,66-49,73.175,71.825,66,49
1228,66-5,73.175,62.8525,66,5
1229,66-50,73.175,71.38499999999999,66,50
1230,66-51,73.175,70.505,66,51
1231,66-52,73.175,71.705,66,52
1232,66-53,73.175,72.16125,66,53
1233,66-54,73.175,71.9275,66,54
1234,66-55,73.175,72.35625,66,55
1235,66-56,73.175,72.65625,66,56
1236,66-57,73.175,72.6225,66,57
1237,66-58,73.175,72.0875,66,58
1238,66-59,73.175,72.37125,66,59
1239,66-6,73.175,66.0975,66,6
1240,66-60,73.175,71.84625,66,60
1241,66-61,73.175,71.61375,66,61
1242,66-62,73.175,71.72749999999999,66,62
1243,66-63,73.175,71.64874999999999,66,63
1244,66-64,73.175,71.65875,66,64
1245,66-65,73.175,71.68124999999999,66,65
1246,66-66,73.175,0.0,66,66
1247,66-67,73.175,-0.11375000000000013,66,67
1248,66-68,73.175,0.06500000000000006,66,68
1249,66-69,73.175,1.1087500000000001,66,69
1250,66-7,73.175,68.0,66,7
1251,66-70,73.175,1.17875,66,70
1252,66-71,73.175,1.2925,66,71
1253,66-72,73.175,0.7312500000000001,66,72
1254,66-73,73.175,-0.10249999999999992,66,73
1255,66-74,73.175,-0.18374999999999975,66,74
1256,66-8,73.175,63.67375,66,8
1257,66-9,73.175,60.11625,66,9
1258,67-1,73.175,57.96125,67,1
1259,67-10,73.175,65.79,67,10
1260,67-11,73.175,70.94875,67,11
1261,67-12,73.175,72.725,67,12
1262,67-13,73.175,71.845,67,13
1263,67-14,73.175,70.0575,67,14
1264,67-15,73.175,72.72375,67,15
1265,67-16,73.175,74.01875,67,16
1266,67-17,73.175,72.91499999999999,67,17
1267,67-18,73.175,74.0025,67,18
1268,67-19,73.175,71.34125,67,19
1269,67-2,73.175,59.555,67,2
1270,67-20,73.175,70.29875,67,20
1271,67-21,73.175,68.81875,67,21
1272,67-22,73.175,68.13875,67,22
1273,67-23,73.175,70.4825,67,23
1274,67-24,73.175,73.8725,67,24
1275,67-25,73.175,74.59375,67,25
1276,67-26,73.175,71.78999999999999,67,26
1277,67-27,73.175,74.4375,67,27
1278,67-28,73.175,79.96375,67,28
1279,67-29,73.175,79.9175,67,29
1280,67-3,73.175,58.81875,67,3
1281,67-30,73.175,76.16875,67,30
1282,67-31,73.175,76.22125,67,31
1283,67-32,73.175,74.48625,67,32
1284,67-33,73.175,74.96375,67,33
1285,67-34,73.175,74.645,67,34
1286,67-35,73.175,73.3275,67,35
1287,67-36,73.175,72.5325,67,36
1288,67-37,73.175,72.19,67,37
1289,67-38,73.175,71.56125,67,38
1290,67-39,73.175,71.3625,67,39
1291,67-4,73.175,58.57875,67,4
1292,67-40,73.175,72.35625,67,40
1293,67-41,73.175,73.17875,67,41
1294,67-42,73.175,73.42999999999999,67,42
1295,67-43,73.175,73.06625,67,43
1296,67-44,73.175,73.33749999999999,67,44
1297,67-45,73.175,73.4275,67,45
1298,67-46,73.175,72.5375,67,46
1299,67-47,73.175,72.285,67,47
1300,67-48,73.175,71.835,67,48
1301,67-49,73.175,71.60125,67,49
1302,67-5,73.175,61.15875,67,5
1303,67-50,73.175,70.4575,67,50
1304,67-51,73.175,71.575,67,51
1305,67-52,73.175,72.46,67,52
1306,67-53,73.175,71.9675,67,53
1307,67-54,73.175,72.44875,67,54
1308,67-55,73.175,72.53,67,55
1309,67-56,73.175,72.60875,67,56
1310,67-57,73.175,72.0725,67,57
1311,67-58,73.175,72.37125,67,58
1312,67-59,73.175,71.94125,67,59
1313,67-6,73.175,63.1325,67,6
1314,67-60,73.175,71.61375,67,60
1315,67-61,73.175,71.31,67,61
1316,67-62,73.175,71.64874999999999,67,62
1317,67-63,73.175,71.65875,67,63
1318,67-64,73.175,71.68124999999999,67,64
1319,67-65,73.175,72.48875,67,65
1320,67-66,73.175,72.42125,67,66
1321,67-67,73.175,0.0,67,67
1322,67-68,73.175,1.1087500000000001,67,68
1323,67-69,73.175,1.17875,67,69
1324,67-7,73.175,64.9075,67,7
1325,67-70,73.175,1.2925,67,70
1326,67-71,73.175,0.6224999999999999,67,71
1327,67-72,73.175,-0.13374999999999992,67,72
1328,67-73,73.175,-0.22749999999999992,67,73
1329,67-74,73.175,-0.47125000000000006,67,74
1330,67-8,73.175,61.23625,67,8
1331,67-9,73.175,60.11125,67,9
1332,68-1,73.175,55.8625,68,1
1333,68-10,73.175,68.6475,68,10
1334,68-11,73.175,72.66375,68,11
1335,68-12,73.175,71.80875,68,12
1336,68-13,73.175,70.025,68,13
1337,68-14,73.175,71.065,68,14
1338,68-15,73.175,74.3875,68,15
1339,68-16,73.175,75.08875,68,16
1340,68-17,73.175,73.725,68,17
1341,68-18,73.175,71.6525,68,18
1342,68-19,73.175,71.33375,68,19
1343,68-2,73.175,61.44125,68,2
1344,68-20,73.175,68.395,68,20
1345,68-21,73.175,67.70125,68,21
1346,68-22,73.175,69.215,68,22
1347,68-23,73.175,73.66875,68,23
1348,68-24,73.175,75.73125,68,24
1349,68-25,73.175,73.33,68,25
1350,68-26,73.175,73.27,68,26
1351,68-27,73.175,77.745,68,27
1352,68-28,73.175,79.86625,68,28
1353,68-29,73.175,80.55875,68,29
1354,68-3,73.175,58.95625,68,3
1355,68-30,73.175,76.3725,68,30
1356,68-31,73.175,74.61749999999999,68,31
1357,68-32,73.175,74.56625,68,32
1358,68-33,73.175,74.3,68,33
1359,68-34,73.175,73.58,68,34
1360,68-35,73.175,72.69,68,35
1361,68-36,73.175,72.31,68,36
1362,68-37,73.175,71.64125,68,37
1363,68-38,73.175,71.35375,68,38
1364,68-39,73.175,72.49875,68,39
1365,68-4,73.175,57.510000000000005,68,4
1366,68-40,73.175,73.14625,68,40
1367,68-41,73.175,73.6625,68,41
1368,68-42,73.175,73.0525,68,42
