,SLOWFAST,Buy and Hold,Strategy,SLOW,FAST
2060,77-66,73.175,71.70625,77,66
2061,77-67,73.175,71.9525,77,67
2062,77-68,73.175,71.55875,77,68
2063,77-69,73.175,71.57875,77,69
2064,77-7,73.175,66.04875,77,7
2065,77-70,73.175,71.66,77,70
2066,77-71,73.175,71.95375,77,71
2067,77-72,73.175,71.86125,77,72
2068,77-73,73.175,71.71,77,73
2069,77-74,73.175,71.40625,77,74
2070,77-8,73.175,70.85249999999999,77,8
2071,77-9,73.175,74.28750000000001,77,9
2072,78-1,73.175,64.735,78,1
2073,78-10,73.175,76.4575,78,10
2074,78-11,73.175,74.5275,78,11
2075,78-12,73.175,73.87875,78,12
2076,78-13,73.175,71.90375,78,13
2077,78-14,73.175,72.535,78,14
2078,78-15,73.175,71.18875,78,15
2079,78-16,73.175,71.775,78,16
2080,78-17,73.175,73.16125,78,17
2081,78-18,73.175,74.92,78,18
2082,78-19,73.175,74.1725,78,19
2083,78-2,73.175,65.20625,78,2
2084,78-20,73.175,72.745,78,20
2085,78-21,73.175,71.735,78,21
2086,78-22,73.175,79.84875,78,22
2087,78-23,73.175,75.78375,78,23
2088,78-24,73.175,73.02375,78,24
2089,78-25,73.175,74.15375,78,25
2090,78-26,73.175,73.51125,78,26
2091,78-27,73.175,72.93875,78,27
2092,78-28,73.175,72.63875,78,28
2093,78-29,73.175,72.90125,78,29
2094,78-3,73.175,67.33,78,3
2095,78-30,73.175,72.56375,78,30
2096,78-31,73.175,71.95375,78,31
2097,78-32,73.175,71.77,78,32
2098,78-33,73.175,72.63625,78,33
2099,78-34,73.175,72.86625,78,34
2100,78-35,73.175,73.2975,78,35
2101,78-36,73.175,73.22749999999999,78,36
2102,78-37,73.175,73.17875,78,37
2103,78-38,73.175,72.63625,78,38
2104,78-39,73.175,72.00875,78,39
2105,78-4,73.175,68.84,78,4
2106,78-40,73.175,72.03125,78,40
2107,78-41,73.175,71.545,78,41
2108,78-42,73.175,70.79375,78,42
2109,78-43,73.175,71.75874999999999,78,43
2110,78-44,73.175,72.22125,78,44
2111,78-45,73.175,71.715,78,45
2112,78-46,73.175,71.7875,78,46
2113,78-47,73.175,72.06375,78,47
2114,78-48,73.175,71.66375,78,48
2115,78-49,73.175,72.05,78,49
2116,78-5,73.175,70.44875,78,5
2117,78-50,73.175,71.85875,78,50
2118,78-51,73.175,71.7375,78,51
2119,78-52,73.175,71.50375,78,52
2120,78-53,73.175,71.7675,78,53
2121,78-54,73.175,71.6375,78,54
2122,78-55,73.175,72.3025,78,55
2123,78-56,73.175,72.66624999999999,78,56
2124,78-57,73.175,72.2175,78,57
2125,78-58,73.175,70.63875,78,58
2126,78-59,73.175,70.5175,78,59
2127,78-6,73.175,67.97875,78,6
2128,78-60,73.175,70.83125,78,60
2129,78-61,73.175,72.0725,78,61
2130,78-62,73.175,72.32875,78,62
2131,78-63,73.175,73.0275,78,63
2132,78-64,73.175,72.2225,78,64
2133,78-65,73.175,71.66875,78,65
2134,78-66,73.175,71.9525,78,66
2135,78-67,73.175,71.94,78,67
2136,78-68,73.175,71.60125,78,68
2137,78-69,73.175,71.595,78,69
2138,78-7,73.175,66.96625,78,7
2139,78-70,73.175,71.7925,78,70
2140,78-71,73.175,71.86125,78,71
2141,78-72,73.175,71.71,78,72
2142,78-73,73.175,71.40625,78,73
2143,78-74,73.175,71.345,78,74
2144,78-8,73.175,70.67,78,8
2145,78-9,73.175,74.8,78,9
2146,79-1,73.175,65.88125,79,1
2147,79-10,73.175,75.21375,79,10
2148,79-11,73.175,75.08375,79,11
2149,79-12,73.175,73.07875,79,12
2150,79-13,73.175,72.23,79,13
2151,79-14,73.175,71.72375,79,14
2152,79-15,73.175,71.9975,79,15
2153,79-16,73.175,72.34375,79,16
2154,79-17,73.175,74.5,79,17
2155,79-18,73.175,74.41625,79,18
2156,79-19,73.175,74.8225,79,19
2157,79-2,73.175,65.6,79,2
2158,79-20,73.175,71.7625,79,20
2159,79-21,73.175,77.15625,79,21
2160,79-22,73.175,80.07875,79,22
2161,79-23,73.175,74.055,79,23
2162,79-24,73.175,73.44500000000001,79,24
2163,79-25,73.175,73.84375,79,25
2164,79-26,73.175,72.9875,79,26
2165,79-27,73.175,73.05125,79,27
2166,79-28,73.175,72.61375,79,28
2167,79-29,73.175,72.265,79,29
2168,79-3,73.175,68.41125,79,3
2169,79-30,73.175,72.39375,79,30
2170,79-31,73.175,71.79125,79,31
2171,79-32,73.175,73.67999999999999,79,32
2172,79-33,73.175,73.53875,79,33
2173,79-34,73.175,73.3975,79,34
2174,79-35,73.175,72.65125,79,35
2175,79-36,73.175,72.8825,79,36
2176,79-37,73.175,73.40625,79,37
2177,79-38,73.175,71.9575,79,38
2178,79-39,73.175,71.92625,79,39
2179,79-4,73.175,66.43375,79,4
2180,79-40,73.175,71.655,79,40
2181,79-41,73.175,70.495,79,41
2182,79-42,73.175,71.265,79,42
2183,79-43,73.175,72.10249999999999,79,43
2184,79-44,73.175,71.6725,79,44
2185,79-45,73.175,71.7375,79,45
2186,79-46,73.175,71.875,79,46
2187,79-47,73.175,71.63625,79,47
2188,79-48,73.175,71.8425,79,48
2189,79-49,73.175,71.82124999999999,79,49
2190,79-5,73.175,69.87,79,5
2191,79-50,73.175,71.64874999999999,79,50
2192,79-51,73.175,71.98875,79,51
2193,79-52,73.175,71.7825,79,52
2194,79-53,73.175,71.625,79,53
2195,79-54,73.175,72.67375,79,54
2196,79-55,73.175,72.535,79,55
2197,79-56,73.175,72.34,79,56
2198,79-57,73.175,71.0325,79,57
2199,79-58,73.175,70.38625,79,58
2200,79-59,73.175,70.925,79,59
2201,79-6,73.175,67.88625,79,6
2202,79-60,73.175,71.75,79,60
2203,79-61,73.175,72.5225,79,61
2204,79-62,73.175,73.3,79,62
2205,79-63,73.175,72.43125,79,63
2206,79-64,73.175,71.69125,79,64
2207,79-65,73.175,71.9525,79,65
2208,79-66,73.175,71.94,79,66
2209,79-67,73.175,71.60125,79,67
2210,79-68,73.175,71.595,79,68
2211,79-69,73.175,71.82875,79,69
2212,79-7,73.175,68.025,79,7
2213,79-70,73.175,71.9075,79,70
2214,79-71,73.175,71.71,79,71
2215,79-72,73.175,71.40625,79,72
2216,79-73,73.175,71.345,79,73
2217,79-74,73.175,71.33749999999999,79,74
2218,79-8,73.175,72.33375,79,8
2219,79-9,73.175,76.11,79,9
2220,80-1,73.175,66.17625,80,1
2221,80-10,73.175,75.30875,80,10
2222,80-11,73.175,73.6725,80,11
2223,80-12,73.175,72.51625,80,12
2224,80-13,73.175,72.4375,80,13
2225,80-14,73.175,70.96875,80,14
2226,80-15,73.175,70.945,80,15
2227,80-16,73.175,71.69125,80,16
2228,80-17,73.175,73.89750000000001,80,17
2229,80-18,73.175,75.0175,80,18
2230,80-19,73.175,72.60375,80,19
2231,80-2,73.175,64.83125,80,2
2232,80-20,73.175,72.66875,80,20
2233,80-21,73.175,80.18,80,21
2234,80-22,73.175,74.3775,80,22
2235,80-23,73.175,73.2375,80,23
2236,80-24,73.175,74.35875,80,24
2237,80-25,73.175,73.26375,80,25
2238,80-26,73.175,72.27625,80,26
2239,80-27,73.175,72.83,80,27
2240,80-28,73.175,73.0625,80,28
2241,80-29,73.175,72.6125,80,29
2242,80-3,73.175,66.81875,80,3
2243,80-30,73.175,71.97875,80,30
2244,80-31,73.175,71.8025,80,31
2245,80-32,73.175,73.135,80,32
2246,80-33,73.175,73.48375,80,33
2247,80-34,73.175,73.03375,80,34
2248,80-35,73.175,72.9425,80,35
2249,80-36,73.175,73.25375,80,36
2250,80-37,73.175,72.3775,80,37
2251,80-38,73.175,71.75375,80,38
2252,80-39,73.175,72.07,80,39
2253,80-4,73.175,68.30125,80,4
2254,80-40,73.175,71.52499999999999,80,40
2255,80-41,73.175,71.185,80,41
2256,80-42,73.175,71.91499999999999,80,42
2257,80-43,73.175,72.03999999999999,80,43
2258,80-44,73.175,71.81625,80,44
2259,80-45,73.175,71.875,80,45
2260,80-46,73.175,71.73,80,46
2261,80-47,73.175,71.68124999999999,80,47
2262,80-48,73.175,71.5225,80,48
2263,80-49,73.175,71.6975,80,49
2264,80-5,73.175,71.1875,80,5
2265,80-50,73.175,71.52875,80,50
2266,80-51,73.175,71.67625,80,51
2267,80-52,73.175,71.60249999999999,80,52
2268,80-53,73.175,71.655,80,53
2269,80-54,73.175,72.44125,80,54
2270,80-55,73.175,72.4575,80,55
2271,80-56,73.175,71.92999999999999,80,56
2272,80-57,73.175,70.64874999999999,80,57
2273,80-58,73.175,70.70125,80,58
2274,80-59,73.175,71.53375,80,59
2275,80-6,73.175,64.98875,80,6
2276,80-60,73.175,72.4575,80,60
2277,80-61,73.175,73.0925,80,61
2278,80-62,73.175,72.5675,80,62
2279,80-63,73.175,71.69125,80,63
2280,80-64,73.175,71.895,80,64
2281,80-65,73.175,71.88374999999999,80,65
2282,80-66,73.175,71.60125,80,66
2283,80-67,73.175,71.595,80,67
2284,80-68,73.175,71.7225,80,68
2285,80-69,73.175,71.9075,80,69
2286,80-7,73.175,69.88,80,7
2287,80-70,73.175,71.7925,80,70
2288,80-71,73.175,71.50375,80,71
2289,80-72,73.175,71.33125,80,72
2290,80-73,73.175,71.38,80,73
2291,80-74,73.175,71.20375,80,74
2292,80-8,73.175,74.735,80,8
2293,80-9,73.175,75.90375,80,9
2294,81-1,73.175,68.33875,81,1
2295,81-10,73.175,74.5975,81,10
2296,81-11,73.175,72.63625,81,11
2297,81-12,73.175,72.86,81,12
2298,81-13,73.175,72.14125,81,13
2299,81-14,73.175,71.2525,81,14
2300,81-15,73.175,72.125,81,15
2301,81-16,73.175,73.4325,81,16
2302,81-17,73.175,74.3825,81,17
2303,81-18,73.175,73.91375000000001,81,18
2304,81-19,73.175,72.01875,81,19
2305,81-2,73.175,63.335,81,2
2306,81-20,73.175,77.10875,81,20
2307,81-21,73.175,78.8325,81,21
2308,81-22,73.175,73.605,81,22
2309,81-23,73.175,73.205,81,23
2310,81-24,73.175,73.88374999999999,81,24
2311,81-25,73.175,72.79125,81,25
2312,81-26,73.175,72.34625,81,26
2313,81-27,73.175,72.78,81,27
2314,81-28,73.175,72.595,81,28
2315,81-29,73.175,72.165,81,29
2316,81-3,73.175,66.41875,81,3
2317,81-30,73.175,71.69624999999999,81,30
2318,81-31,73.175,73.58375,81,31
2319,81-32,73.175,73.45625,81,32
2320,81-33,73.175,73.52875,81,33
2321,81-34,73.175,72.6975,81,34
2322,81-35,73.175,72.95,81,35
2323,81-36,73.175,73.07249999999999,81,36
2324,81-37,73.175,71.94,81,37
2325,81-38,73.175,71.75874999999999,81,38
2326,81-39,73.175,71.54375,81,39
2327,81-4,73.175,69.6375,81,4
2328,81-40,73.175,70.98,81,40
2329,81-41,73.175,71.65875,81,41
2330,81-42,73.175,72.23125,81,42
2331,81-43,73.175,71.72749999999999,81,43
2332,81-44,73.175,71.72375,81,44
2333,81-45,73.175,71.87375,81,45
2334,81-46,73.175,71.5475,81,46
2335,81-47,73.175,71.95625,81,47
2336,81-48,73.175,71.62,81,48
2337,81-49,73.175,71.5275,81,49
2338,81-5,73.175,68.895,81,5
2339,81-50,73.175,71.535,81,50
2340,81-51,73.175,71.69125,81,51
2341,81-52,73.175,71.7325,81,52
2342,81-53,73.175,72.3725,81,53
2343,81-54,73.175,72.58749999999999,81,54
2344,81-55,73.175,71.97875,81,55
2345,81-56,73.175,70.84875,81,56
2346,81-57,73.175,70.095,81,57
2347,81-58,73.175,70.85249999999999,81,58
2348,81-59,73.175,72.465,81,59
2349,81-6,73.175,64.65625,81,6
2350,81-60,73.175,72.87625,81,60
2351,81-61,73.175,72.64625,81,61
2352,81-62,73.175,71.85625,81,62
2353,81-63,73.175,71.87875,81,63
2354,81-64,73.175,71.88374999999999,81,64
2355,81-65,73.175,71.6,81,65
2356,81-66,73.175,71.5375,81,66
2357,81-67,73.175,71.72,81,67
2358,81-68,73.175,71.74625,81,68
2359,81-69,73.175,71.96875,81,69
2360,81-7,73.175,71.725,81,7
2361,81-70,73.175,71.50375,81,70
2362,81-71,73.175,71.33125,81,71
2363,81-72,73.175,71.38,81,72
2364,81-73,73.175,71.20375,81,73
2365,81-74,73.175,71.24,81,74
2366,81-8,73.175,75.42,81,8
2367,81-9,73.175,74.9975,81,9
2368,82-1,73.175,68.69500000000001,82,1
2369,82-10,73.175,72.51125,82,10
2370,82-11,73.175,71.83375,82,11
2371,82-12,73.175,71.475,82,12
2372,82-13,73.175,71.14625,82,13
2373,82-14,73.175,70.815,82,14
2374,82-15,73.175,71.3325,82,15
2375,82-16,73.175,73.125,82,16
2376,82-17,73.175,74.98875,82,17
2377,82-18,73.175,73.22375000000001,82,18
2378,82-19,73.175,72.93125,82,19
2379,82-2,73.175,62.838750000000005,82,2
2380,82-20,73.175,79.91625,82,20
2381,82-21,73.175,73.2775,82,21
2382,82-22,73.175,73.27,82,22
2383,82-23,73.175,74.0325,82,23
2384,82-24,73.175,73.00375,82,24
2385,82-25,73.175,72.745,82,25
2386,82-26,73.175,72.76625,82,26
2387,82-27,73.175,73.33125,82,27
2388,82-28,73.175,72.635,82,28
2389,82-29,73.175,71.75,82,29
2390,82-3,73.175,66.1325,82,3
2391,82-30,73.175,71.685,82,30
2392,82-31,73.175,73.17999999999999,82,31
2393,82-32,73.175,73.59875,82,32
2394,82-33,73.175,73.0375,82,33
2395,82-34,73.175,73.23,82,34
2396,82-35,73.175,73.28375,82,35
2397,82-36,73.175,72.1775,82,36
2398,82-37,73.175,71.63374999999999,82,37
2399,82-38,73.175,71.55125,82,38
2400,82-39,73.175,70.61,82,39
2401,82-4,73.175,71.04375,82,4
2402,82-40,73.175,71.15625,82,40
2403,82-41,73.175,71.99125,82,41
2404,82-42,73.175,71.66499999999999,82,42
2405,82-43,73.175,71.71375,82,43
2406,82-44,73.175,71.60625,82,44
2407,82-45,73.175,71.2625,82,45
2408,82-46,73.175,71.63125,82,46
2409,82-47,73.175,71.67375,82,47
2410,82-48,73.175,71.62125,82,48
2411,82-49,73.175,71.78,82,49
2412,82-5,73.175,66.9025,82,5
2413,82-50,73.175,71.735,82,50
2414,82-51,73.175,71.6625,82,51
2415,82-52,73.175,72.27125,82,52
2416,82-53,73.175,72.55875,82,53
2417,82-54,73.175,72.315,82,54
2418,82-55,73.175,70.57124999999999,82,55
2419,82-56,73.175,70.38875,82,56
2420,82-57,73.175,70.9275,82,57
2421,82-58,73.175,72.6925,82,58
2422,82-59,73.175,72.64874999999999,82,59
2423,82-6,73.175,65.28875000000001,82,6
2424,82-60,73.175,72.93875,82,60
2425,82-61,73.175,72.11875,82,61
2426,82-62,73.175,71.84125,82,62
2427,82-63,73.175,71.925,82,63
2428,82-64,73.175,71.55624999999999,82,64
2429,82-65,73.175,71.5375,82,65
2430,82-66,73.175,71.72,82,66
2431,82-67,73.175,71.62125,82,67
2432,82-68,73.175,71.88374999999999,82,68
2433,82-69,73.175,71.50375,82,69
2434,82-7,73.175,73.05375,82,7
2435,82-70,73.175,71.33125,82,70
2436,82-71,73.175,71.4175,82,71
2437,82-72,73.175,71.20375,82,72
2438,82-73,73.175,71.24,82,73
2439,82-74,73.175,71.24,82,74
2440,82-8,73.175,77.42375,82,8
2441,82-9,73.175,75.345,82,9
2442,83-1,73.175,68.61,83,1
2443,83-10,73.175,72.43625,83,10
2444,83-11,73.175,72.52374999999999,83,11
2445,83-12,73.175,72.0725,83,12
2446,83-13,73.175,71.24125000000001,83,13
2447,83-14,73.175,72.83624999999999,83,14
2448,83-15,73.175,73.78125,83,15
2449,83-16,73.175,73.51125,83,16
2450,83-17,73.175,72.54125,83,17
2451,83-18,73.175,71.90875,83,18
2452,83-19,73.175,78.02125,83,19
2453,83-2,73.175,64.1025,83,2
2454,83-20,73.175,78.48125,83,20
2455,83-21,73.175,73.5225,83,21
2456,83-22,73.175,73.43,83,22
2457,83-23,73.175,73.49625,83,23
2458,83-24,73.175,72.81625,83,24
2459,83-25,73.175,72.34875,83,25
2460,83-26,73.175,72.77625,83,26
2461,83-27,73.175,72.78999999999999,83,27
2462,83-28,73.175,72.1875,83,28
2463,83-29,73.175,71.48375,83,29
2464,83-3,73.175,66.92875,83,3
2465,83-30,73.175,72.65125,83,30
2466,83-31,73.175,73.31875,83,31
2467,83-32,73.175,73.655,83,32
2468,83-33,73.175,73.19375,83,33
2469,83-34,73.175,73.04375,83,34
2470,83-35,73.175,72.73625,83,35
2471,83-36,73.175,71.86749999999999,83,36
2472,83-37,73.175,71.8875,83,37
2473,83-38,73.175,71.39874999999999,83,38
2474,83-39,73.175,71.16,83,39
2475,83-4,73.175,69.97375,83,4
2476,83-40,73.175,71.5375,83,40
2477,83-41,73.175,72.095,83,41
2478,83-42,73.175,71.57625,83,42
2479,83-43,73.175,71.8425,83,43
2480,83-44,73.175,71.44125,83,44
2481,83-45,73.175,71.39999999999999,83,45
2482,83-46,73.175,71.26125,83,46
2483,83-47,73.175,71.46124999999999,83,47
2484,83-48,73.175,71.48125,83,48
2485,83-49,73.175,71.73,83,49
2486,83-5,73.175,66.38,83,5
2487,83-50,73.175,71.6975,83,50
2488,83-51,73.175,72.70125,83,51
2489,83-52,73.175,72.53999999999999,83,52
2490,83-53,73.175,72.4425,83,53
2491,83-54,73.175,70.40625,83,54
2492,83-55,73.175,70.19375,83,55
2493,83-56,73.175,70.64625,83,56
2494,83-57,73.175,71.76625,83,57
2495,83-58,73.175,72.6,83,58
2496,83-59,73.175,73.03125,83,59
2497,83-6,73.175,66.75375,83,6
2498,83-60,73.175,72.1425,83,60
2499,83-61,73.175,71.70875,83,61
2500,83-62,73.175,71.9525,83,62
2501,83-63,73.175,71.55624999999999,83,63
2502,83-64,73.175,71.57875,83,64
2503,83-65,73.175,71.66,83,65
2504,83-66,73.175,71.62125,83,66
2505,83-67,73.175,71.88374999999999,83,67
2506,83-68,73.175,71.64,83,68
2507,83-69,73.175,71.3325,83,69
2508,83-7,73.175,75.68125,83,7
2509,83-70,73.175,71.4725,83,70
2510,83-71,73.175,71.34875,83,71
2511,83-72,73.175,71.24,83,72
2512,83-73,73.175,71.18124999999999,83,73
2513,83-74,73.175,71.05,83,74
2514,83-8,73.175,76.075,83,8
2515,83-9,73.175,74.58375,83,9
2516,84-1,73.175,69.45875,84,1
2517,84-10,73.175,73.02125,84,10
2518,84-11,73.175,71.47375,84,11
2519,84-12,73.175,71.56375,84,12
2520,84-13,73.175,70.55375000000001,84,13
2521,84-14,73.175,71.79625,84,14
2522,84-15,73.175,73.65875,84,15
2523,84-16,73.175,73.59875,84,16
2524,84-17,73.175,73.615,84,17
2525,84-18,73.175,72.88625,84,18
2526,84-19,73.175,78.7025,84,19
2527,84-2,73.175,65.9725,84,2
2528,84-20,73.175,73.98375,84,20
2529,84-21,73.175,73.095,84,21
2530,84-22,73.175,73.67,84,22
2531,84-23,73.175,72.47625,84,23
2532,84-24,73.175,72.80625,84,24
2533,84-25,73.175,72.3475,84,25
2534,84-26,73.175,73.1575,84,26
2535,84-27,73.175,72.83,84,27
2536,84-28,73.175,71.66375,84,28
2537,84-29,73.175,71.45875,84,29
2538,84-3,73.175,65.29875,84,3
2539,84-30,73.175,73.135,84,30
2540,84-31,73.175,73.93625,84,31
2541,84-32,73.175,73.19,84,32
2542,84-33,73.175,73.15875,84,33
2543,84-34,73.175,73.39874999999999,84,34
2544,84-35,73.175,71.8725,84,35
2545,84-36,73.175,71.59375,84,36
2546,84-37,73.175,71.44624999999999,84,37
2547,84-38,73.175,70.56,84,38
2548,84-39,73.175,71.55875,84,39
2549,84-4,73.175,68.51375,84,4
2550,84-40,73.175,72.23625,84,40
2551,84-41,73.175,71.7675,84,41
2552,84-42,73.175,71.7575,84,42
2553,84-43,73.175,71.73125,84,43
2554,84-44,73.175,71.315,84,44
2555,84-45,73.175,71.175,84,45
2556,84-46,73.175,71.4725,84,46
2557,84-47,73.175,71.21875,84,47
2558,84-48,73.175,71.4375,84,48
2559,84-49,73.175,71.76875,84,49
2560,84-5,73.175,64.41125,84,5
2561,84-50,73.175,71.66375,84,50
2562,84-51,73.175,72.36749999999999,84,51
2563,84-52,73.175,72.42125,84,52
2564,84-53,73.175,71.26625,84,53
2565,84-54,73.175,70.33,84,54
2566,84-55,73.175,70.7575,84,55
2567,84-56,73.175,71.59625,84,56
2568,84-57,73.175,72.36375,84,57
2569,84-58,73.175,72.83375,84,58
2570,84-59,73.175,72.35875,84,59
2571,84-6,73.175,69.8025,84,6
2572,84-60,73.175,71.53625,84,60
2573,84-61,73.175,71.8575,84,61
2574,84-62,73.175,71.9375,84,62
2575,84-63,73.175,71.59875,84,63
2576,84-64,73.175,71.5425,84,64
2577,84-65,73.175,71.68625,84,65
2578,84-66,73.175,71.7,84,66
2579,84-67,73.175,71.88625,84,67
2580,84-68,73.175,71.3325,84,68
2581,84-69,73.175,71.4725,84,69
2582,84-7,73.175,74.77,84,7
2583,84-70,73.175,71.34875,84,70
2584,84-71,73.175,71.24249999999999,84,71
2585,84-72,73.175,71.25375,84,72
2586,84-73,73.175,71.175,84,73
2587,84-74,73.175,71.05499999999999,84,74
2588,84-8,73.175,76.82875,84,8
2589,84-9,73.175,74.0525,84,9
2590,85-1,73.175,70.92875,85,1
2591,85-10,73.175,71.9275,85,10
2592,85-11,73.175,72.1625,85,11
2593,85-12,73.175,72.0275,85,12
2594,85-13,73.175,71.92125,85,13
2595,85-14,73.175,73.2275,85,14
2596,85-15,73.175,73.58,85,15
2597,85-16,73.175,72.1125,85,16
2598,85-17,73.175,72.72,85,17
2599,85-18,73.175,77.00625,85,18
2600,85-19,73.175,77.555,85,19
2601,85-2,73.175,67.5725,85,2
2602,85-20,73.175,73.70125,85,20
2603,85-21,73.175,73.7325,85,21
2604,85-22,73.175,73.025,85,22
2605,85-23,73.175,72.01875,85,23
2606,85-24,73.175,72.4675,85,24
2607,85-25,73.175,72.20125,85,25
2608,85-26,73.175,72.815,85,26
2609,85-27,73.175,72.24125,85,27
2610,85-28,73.175,71.43625,85,28
2611,85-29,73.175,72.96124999999999,85,29
2612,85-3,73.175,65.55375000000001,85,3
2613,85-30,73.175,73.225,85,30
2614,85-31,73.175,73.58875,85,31
2615,85-32,73.175,73.49875,85,32
2616,85-33,73.175,73.0525,85,33
2617,85-34,73.175,72.6525,85,34
2618,85-35,73.175,71.8425,85,35
2619,85-36,73.175,71.58125,85,36
2620,85-37,73.175,71.08624999999999,85,37
2621,85-38,73.175,71.23625,85,38
2622,85-39,73.175,72.33375,85,39
2623,85-4,73.175,67.20875,85,4
2624,85-40,73.175,71.6525,85,40
2625,85-41,73.175,71.725,85,41
2626,85-42,73.175,71.5875,85,42
2627,85-43,73.175,71.0775,85,43
2628,85-44,73.175,71.54375,85,44
2629,85-45,73.175,71.11375,85,45
2630,85-46,73.175,71.4025,85,46
2631,85-47,73.175,71.67875,85,47
2632,85-48,73.175,71.71625,85,48
2633,85-49,73.175,71.82625,85,49
2634,85-5,73.175,64.58,85,5
2635,85-50,73.175,72.4475,85,50
2636,85-51,73.175,72.56375,85,51
2637,85-52,73.175,72.0375,85,52
2638,85-53,73.175,70.68124999999999,85,53
2639,85-54,73.175,70.38,85,54
2640,85-55,73.175,71.51,85,55
2641,85-56,73.175,72.50125,85,56
2642,85-57,73.175,72.80125,85,57
2643,85-58,73.175,72.44749999999999,85,58
2644,85-59,73.175,71.6225,85,59
2645,85-6,73.175,73.41,85,6
2646,85-60,73.175,71.84875,85,60
2647,85-61,73.175,71.88374999999999,85,61
2648,85-62,73.175,71.5975,85,62
2649,85-63,73.175,71.5425,85,63
2650,85-64,73.175,71.7225,85,64
2651,85-65,73.175,71.64,85,65
2652,85-66,73.175,71.85,85,66
2653,85-67,73.175,71.40625,85,67
2654,85-68,73.175,71.345,85,68
2655,85-69,73.175,71.33749999999999,85,69
2656,85-7,73.175,76.47375,85,7
2657,85-70,73.175,71.24249999999999,85,70
2658,85-71,73.175,71.22125,85,71
2659,85-72,73.175,71.1975,85,72
2660,85-73,73.175,71.05499999999999,85,73
2661,85-74,73.175,71.07124999999999,85,74
2662,85-8,73.175,74.835,85,8
2663,85-9,73.175,72.55,85,9
2664,86-1,73.175,69.14625000000001,86,1
2665,86-10,73.175,72.2575,86,10
2666,86-11,73.175,72.205,86,11
2667,86-12,73.175,71.41,86,12
2668,86-13,73.175,71.03125,86,13
2669,86-14,73.175,74.78,86,14
2670,86-15,73.175,74.16125,86,15
2671,86-16,73.175,72.08625,86,16
2672,86-17,73.175,72.6175,86,17
2673,86-18,73.175,78.14625,86,18
2674,86-19,73.175,74.52125,86,19
2675,86-2,73.175,67.53,86,2
2676,86-20,73.175,73.58,86,20
2677,86-21,73.175,73.12125,86,21
2678,86-22,73.175,72.5725,86,22
2679,86-23,73.175,72.525,86,23
2680,86-24,73.175,72.47375,86,24
2681,86-25,73.175,72.2725,86,25
2682,86-26,73.175,72.76375,86,26
2683,86-27,73.175,71.90125,86,27
2684,86-28,73.175,71.4725,86,28
2685,86-29,73.175,72.9575,86,29
2686,86-3,73.175,66.05125,86,3
2687,86-30,73.175,73.7975,86,30
2688,86-31,73.175,73.06375,86,31
2689,86-32,73.175,73.155,86,32
2690,86-33,73.175,73.20375,86,33
2691,86-34,73.175,72.03375,86,34
2692,86-35,73.175,71.66125,86,35
2693,86-36,73.175,71.19624999999999,86,36
2694,86-37,73.175,70.76625,86,37
2695,86-38,73.175,71.6425,86,38
2696,86-39,73.175,72.01875,86,39
2697,86-4,73.175,67.1925,86,4
2698,86-40,73.175,71.67875,86,40
2699,86-41,73.175,71.85375,86,41
2700,86-42,73.175,71.4525,86,42
2701,86-43,73.175,71.28125,86,43
2702,86-44,73.175,70.98625,86,44
2703,86-45,73.175,71.17125,86,45
2704,86-46,73.175,71.19624999999999,86,46
2705,86-47,73.175,71.96625,86,47
2706,86-48,73.175,71.785,86,48
2707,86-49,73.175,72.52,86,49
2708,86-5,73.175,64.32375,86,5
2709,86-50,73.175,72.6675,86,50
2710,86-51,73.175,72.37375,86,51
2711,86-52,73.175,70.49125,86,52
2712,86-53,73.175,70.05624999999999,86,53
2713,86-54,73.175,70.96625,86,54
2714,86-55,73.175,72.58749999999999,86,55
2715,86-56,73.175,73.13,86,56
2716,86-57,73.175,72.61875,86,57
2717,86-58,73.175,71.86,86,58
2718,86-59,73.175,71.83749999999999,86,59
2719,86-6,73.175,72.52,86,6
2720,86-60,73.175,71.8875,86,60
2721,86-61,73.175,71.5975,86,61
2722,86-62,73.175,71.535,86,62
2723,86-63,73.175,71.72,86,63
2724,86-64,73.175,71.64,86,64
2725,86-65,73.175,71.77125,86,65
2726,86-66,73.175,71.67999999999999,86,66
2727,86-67,73.175,71.345,86,67
2728,86-68,73.175,71.375,86,68
2729,86-69,73.175,71.22625,86,69
2730,86-7,73.175,76.9825,86,7
2731,86-70,73.175,71.3125,86,70
2732,86-71,73.175,71.14625,86,71
2733,86-72,73.175,71.05499999999999,86,72
2734,86-73,73.175,71.07124999999999,86,73
2735,86-74,73.175,71.01125,86,74
2736,86-8,73.175,74.52125,86,8
2737,86-9,73.175,72.97625000000001,86,9
2738,87-1,73.175,70.8025,87,1
2739,87-10,73.175,72.2975,87,10
2740,87-11,73.175,71.54625,87,11
2741,87-12,73.175,71.8375,87,12
2742,87-13,73.175,72.75125,87,13
2743,87-14,73.175,73.53625,87,14
2744,87-15,73.175,72.67,87,15
2745,87-16,73.175,72.005,87,16
2746,87-17,73.175,75.91375,87,17
2747,87-18,73.175,77.8675,87,18
2748,87-19,73.175,74.4125,87,19
2749,87-2,73.175,69.03375,87,2
2750,87-20,73.175,73.345,87,20
2751,87-21,73.175,72.605,87,21
2752,87-22,73.175,72.42875000000001,87,22
2753,87-23,73.175,72.635,87,23
