date,open,high,low,close,volume,buys,sells,EMA_RSI,SMA_RSI,-DM,+DM,ADX14
2020-03-24 04:01:00,57.4664640298,57.9547637413,57.4664640298,57.8314557334,19176,,,,,0.0,0.0,30.707609172808468
2020-03-24 05:31:00,57.7081477254,57.7500724481,57.7081477254,57.7500724481,3016,,,,,0.0,0.0,30.707609172808468
2020-03-24 06:50:00,58.2654999214,58.2654999214,58.2630337612,58.2630337612,4136,,,,,0.0,0.5154274733000008,30.707609172808468
2020-03-24 07:53:00,57.6440275613,57.6440275613,57.6440275613,57.6440275613,4452,,,,,0.6190061998999994,0.0,30.707609172808468
2020-03-24 08:53:00,57.9547637413,57.9547637413,57.9079066983,57.9547637413,52544,,,,,0.0,0.3107361799999992,30.707609172808468
2020-03-24 09:53:00,58.4225943235,58.6058300234,58.383875609,58.5182813377,908552,,,,,0.0,0.651066282100004,30.707609172808468
2020-03-24 10:53:00,59.545437044,59.6046248878,59.5109108018,59.5527862013,382776,,,,,0.0,0.9987948643999972,30.707609172808468
2020-03-24 11:53:00,59.3999335946,59.5084446416,59.3999335946,59.5084446416,425148,,,,,0.1109772072000012,0.0,30.707609172808468
2020-03-24 12:53:00,59.6268203293,59.653948091,59.48378304,59.5010461611,427936,,,,,0.0,0.145503449399996,30.707609172808468
2020-03-24 13:53:00,58.9683555668,58.986851768,58.7833935548,58.8203859572,573352,,,,,0.7003894851999988,0.0,30.707609172808468
2020-03-24 14:53:00,59.498580001,59.545437044,59.3950012743,59.4242745954,283684,,,,,0.0,0.5585852760000023,30.707609172808468
2020-03-24 15:53:00,60.1817063651,60.2384280487,60.1274508416,60.1891048456,1035188,,,,,0.0,0.6929910046999979,30.707609172808468
2020-03-24 16:54:00,61.0744563427,61.0744563427,61.0744563427,61.0744563427,343200,,,,,0.0,0.8360282940000019,30.707609172808468
2020-03-24 18:00:00,61.0374639403,61.0843209834,61.0374639403,61.0843209834,16332,,,,,0.0369924024000027,0.0,30.707609172808468
2020-03-24 19:01:00,61.2717491555,61.3334031594,61.2347567531,61.2347567531,5548,,,,,0.0,0.2490821760000017,30.707609172808468
2020-03-25 04:03:00,62.3938520279,62.6404680438,62.3938520279,62.5911448406,10592,,,,,0.0,1.307064884399999,30.707609172808468
2020-03-25 05:23:00,63.8957435648,63.8957435648,63.8957435648,63.8957435648,2088,,,,,0.0,1.2552755210000015,30.707609172808468
2020-03-25 06:35:00,62.2458824183,62.2458824183,62.1965592152,62.1965592152,2988,,,,,1.699184349600003,0.0,30.707609172808468
2020-03-25 07:36:00,60.9758099364,61.1854335499,60.9585468152,61.0571932216,23992,,,,,1.2380123999999952,0.0,30.707609172808468
2020-03-25 08:36:00,61.6194777379,61.6268762184,61.5528914136,61.6268762184,8388,,,,,0.0,0.4414426685000023,30.707609172808468
