date,open,high,low,close,volume,buys,sells,EMA_RSI,SMA_RSI,-DM,+DM,ADX14
2020-03-02 04:01:00,141.452,144.0,139.998,144.0,35760,,,,,0.0,0.0,30.782816558565813
2020-03-02 06:02:00,138.624,138.65,138.0,138.0,7785,,,,,1.9979999999999905,0.0,30.782816558565813
2020-03-02 07:26:00,133.822,133.822,133.8,133.8,15495,,,,,4.199999999999989,0.0,30.782816558565813
2020-03-02 08:26:00,138.3,138.592,138.004,138.044,30345,,,,,0.0,4.77000000000001,30.782816558565813
2020-03-02 09:26:00,141.684,141.754,141.6,141.654,43865,,,,,0.0,3.1619999999999777,30.782816558565813
2020-03-02 10:26:00,138.41876,138.67858,137.8,138.50522,288295,,,,,3.799999999999983,0.0,30.782816558565813
2020-03-02 11:26:00,142.60162,142.84256,142.42,142.76672,212600,,,,,0.0,4.163979999999981,30.782816558565813
2020-03-02 12:26:00,143.874,144.546,143.736,144.42,169665,,,,,0.0,1.7034400000000005,30.782816558565813
2020-03-02 13:26:00,145.429,145.95998,145.402,145.834,165930,,,,,0.0,1.4139800000000091,30.782816558565813
2020-03-02 14:26:00,145.5187,145.5187,145.20748,145.35,177010,,,,,0.1945199999999829,0.0,30.782816558565813
2020-03-02 15:26:00,145.6885,145.6885,145.274,145.5464,127985,,,,,0.0,0.1698000000000092,30.782816558565813
2020-03-02 16:29:00,147.704,147.91,147.704,147.728,4070,,,,,0.0,2.221499999999992,30.782816558565813
2020-03-02 17:33:00,151.96,152.2,151.96,152.168,16065,,,,,0.0,4.289999999999992,30.782816558565813
2020-03-02 19:09:00,151.6,151.692,151.598,151.598,5930,,,,,0.3619999999999947,0.0,30.782816558565813
2020-03-03 04:18:00,154.6,154.6,154.5,154.5,3585,,,,,0.0,2.907999999999987,30.782816558565813
2020-03-03 06:34:00,154.6,154.6,154.4,154.4,5270,,,,,0.0999999999999943,0.0,30.782816558565813
2020-03-03 07:42:00,161.51,161.764,160.52,160.6,47590,,,,,0.0,7.164000000000016,30.782816558565813
2020-03-03 08:42:00,158.0,158.5,158.0,158.5,23510,,,,,2.5200000000000102,0.0,30.782816558565813
2020-03-03 09:42:00,157.158,157.54,156.4,156.868,672305,,,,,1.5999999999999943,0.0,30.782816558565813
2020-03-03 10:42:00,155.432,156.546,155.322,156.292,271230,,,,,1.078000000000003,0.0,30.782816558565813
2020-03-03 11:42:00,153.609,153.76,152.934,153.268,196725,,,58.98412423209493,58.75370908670519,2.388000000000005,0.0,30.782816558565813
2020-03-03 12:42:00,153.812,153.8478,153.5,153.50012,89370,,,59.29821959872314,66.43017294160151,0.0,0.0878000000000156,30.782816558565813
2020-03-03 13:42:00,148.688,148.74,147.604,147.85224,593215,,,49.57478544031975,64.45181535231302,5.895999999999987,0.0,30.782816558565813
2020-03-03 14:42:00,145.826,146.09,145.664,145.896,165895,,,46.77816046481349,58.47402751576736,1.940000000000026,0.0,30.782816558565813
2020-03-03 15:42:00,148.25,149.618,148.25,149.06716,363820,,,51.4514438934022,58.07692844080839,0.0,3.527999999999992,30.782816558565813
2020-03-03 16:51:00,146.8,146.8,146.8,146.8,3960,,,48.26225487914392,59.21450969954236,1.4499999999999886,0.0,30.782816558565813
2020-03-03 18:15:00,144.0,144.2,144.0,144.2,9310,,,44.90240504303334,51.653231164459406,2.800000000000012,0.0,35.00470853666226
2020-03-03 19:44:00,146.8,146.8,146.62,146.788,8020,,,48.64812964716759,52.67373882630094,0.0,2.6000000000000227,33.19862407937624
2020-03-04 06:09:00,153.632,153.632,153.632,153.632,1545,,,56.81978633019203,57.84308834628512,0.0,6.831999999999994,30.3987776916689
2020-03-04 07:48:00,156.912,157.08,156.9,157.06,13595,,,60.16217302748207,61.11922237229321,0.0,3.4480000000000075,27.60925238823179
2020-03-04 08:49:00,154.5,154.5,154.5,154.5,3190,,,56.71138930662763,58.136653910130384,2.4000000000000057,0.0,23.247033701433008
2020-03-04 09:50:00,149.79608,149.992,149.34,149.444,248170,,,50.669356119250864,51.48200452685017,5.159999999999997,0.0,20.444804604961437
2020-03-04 10:50:00,149.154,149.6,149.044,149.4991,180700,,,50.72957325189249,47.50615122577867,0.2959999999999922,0.0,18.296286316574005
2020-03-04 11:50:00,147.306,147.352,146.58,146.699,301150,,,47.620065702629454,45.6054708524041,2.463999999999998,0.0,15.387161335736112
2020-03-04 12:50:00,146.93852,147.44898,146.7636,147.44898,178665,,,48.509895037347775,43.421051158343325,0.0,0.096980000000002,13.497457954191823
2020-03-04 13:50:00,147.654,147.95614,147.5026,147.684,79700,,,48.796821251082726,43.74939038872909,0.0,0.507159999999999,11.775817416293492
2020-03-04 14:50:00,146.39336,146.688,146.274,146.688,96210,,,47.61322133223773,35.66327746216105,1.2286,0.0,11.302014038072157
2020-03-04 15:50:00,147.35334,147.78,147.262,147.776,127175,,,49.03467957266641,38.71318523932176,0.0,1.092000000000013,11.57885596015224
2020-03-04 17:19:00,148.66,148.66,148.64,148.64,3240,,,50.16501664325399,41.19788372648312,0.0,0.8799999999999955,10.802886944833702
2020-03-04 19:22:00,148.82,148.82,148.82,148.82,1680,,,50.40622676130104,41.93833082017559,0.0,0.1599999999999966,10.974809697216498
2020-03-05 06:00:00,143.5,143.5,143.5,143.5,2535,,,43.80928182227802,39.958625589961606,5.319999999999993,0.0,9.888826015274498
2020-03-05 07:43:00,144.6,144.6,144.6,144.6,3975,,,45.36554392453004,41.01118557025885,0.0,1.0999999999999943,9.833182649757514
2020-03-05 08:49:00,143.94,143.96,143.94,143.96,14295,,,44.60887977163794,45.62657476298217,0.6599999999999966,0.0,12.703693463506037
2020-03-05 09:50:00,145.742,145.84156,145.06,145.2,223305,,,46.43112843851222,49.20516224283116,0.0,1.881559999999979,15.675458776697823
2020-03-05 10:50:00,147.766,147.998,147.59038,147.90238,133800,,,50.19022273518979,48.65541511769705,0.0,2.1564400000000035,16.895401520950987
2020-03-05 11:50:00,147.8315,147.8315,147.492,147.54,41140,,,49.69795268086564,50.89352642519877,0.0983800000000201,0.0,16.344256314006817
2020-03-05 12:50:00,145.952,146.39798,145.898,146.14,166025,,,47.791714705651714,52.41239763475603,1.593999999999994,0.0,16.402994109922446
2020-03-05 13:50:00,146.596,146.63,146.438,146.47448,32370,,,48.29051573236988,49.58698937490909,0.0,0.2320200000000056,15.301279212259232
2020-03-05 14:50:00,145.572,145.6,145.50728,145.53802,146840,,,46.96804560741576,37.37205869963396,0.9307199999999796,0.0,14.966226125129776
2020-03-05 15:50:00,144.704,144.998,144.537,144.537,128745,,,45.56401702341589,28.86122375672328,0.9702800000000024,0.0,15.276578102357144
