date,open,high,low,close,volume,TP,SMAFAST,SMASLOW,buysignal,sellsignal,position
2020-05-04 04:01:00,104.6,104.6,104.6,104.6,172,104.59999999999998,,,0.0,0.0,
2020-05-04 08:18:00,102.56,102.85,102.56,102.85,575,102.75333333333333,,,0.0,0.0,0.0
2020-05-04 09:27:00,102.0,102.15,102.0,102.0,1460,102.05,,,0.0,0.0,0.0
2020-05-04 10:28:00,101.9104,102.055,101.9,102.03,58899,101.995,,,0.0,0.0,0.0
2020-05-04 11:28:00,101.72,101.74,101.67,101.7,21288,101.70333333333333,,,0.0,0.0,0.0
2020-05-04 12:28:00,102.22,102.3099,102.17,102.1999,72357,102.2266,,,0.0,0.0,0.0
2020-05-04 13:28:00,101.705,101.705,101.61,101.7,34108,101.67166666666667,,,0.0,0.0,0.0
2020-05-04 14:28:00,102.13,102.16,102.075,102.12,28257,102.11833333333334,,,0.0,0.0,0.0
2020-05-04 15:28:00,103.26,103.35,103.26,103.3415,27560,103.31716666666667,,,0.0,0.0,0.0
2020-05-04 17:11:00,102.9898,102.9898,102.9898,102.9898,206,102.9898,,,0.0,0.0,0.0
2020-05-04 19:00:00,102.15,102.15,102.15,102.15,202,102.15000000000002,,,0.0,0.0,0.0
2020-05-05 06:53:00,103.77,103.86,103.77,103.86,2002,103.83,,,0.0,0.0,0.0
2020-05-05 08:44:00,102.8501,102.8501,102.8501,102.8501,109,102.8501,,,0.0,0.0,0.0
2020-05-05 09:47:00,104.07,104.23,103.98,104.175,96624,104.12833333333333,,,0.0,0.0,0.0
2020-05-05 10:47:00,103.935,104.09,103.89,104.015,48343,103.99833333333333,,,0.0,0.0,0.0
2020-05-05 11:47:00,103.925,103.93,103.72,103.74,70052,103.79666666666667,,,0.0,0.0,0.0
2020-05-05 12:47:00,103.045,103.18,103.04,103.105,36881,103.10833333333335,,,0.0,0.0,0.0
2020-05-05 13:47:00,101.76,101.87,101.75,101.85,27038,101.82333333333334,,,0.0,0.0,0.0
2020-05-05 14:47:00,101.41,101.4299,101.3303,101.4,84361,101.38673333333334,,,0.0,0.0,0.0
2020-05-05 15:47:00,101.254,101.36,101.21,101.36,79268,101.31,,,0.0,0.0,0.0
2020-05-05 16:47:00,99.1,99.3,98.64,99.25,67589,99.06333333333333,,,0.0,0.0,0.0
2020-05-05 17:47:00,98.77,98.85,98.73,98.77,10387,98.78333333333335,,,0.0,0.0,0.0
2020-05-05 18:47:00,98.34,98.36,98.19,98.2,13147,98.25,,,0.0,0.0,0.0
2020-05-05 19:50:00,98.8,98.85,98.8,98.85,1957,98.83333333333333,,,0.0,0.0,0.0
2020-05-06 06:22:00,99.7,99.7,99.45,99.45,1263,99.53333333333335,,,0.0,0.0,0.0
2020-05-06 08:01:00,98.8001,100.0,98.65,99.9,74058,99.51666666666667,,,0.0,0.0,0.0
2020-05-06 09:01:00,101.3,101.3,101.06,101.07,10723,101.14333333333333,,,0.0,0.0,0.0
2020-05-06 10:01:00,102.53,102.54,102.27,102.5,209010,102.43666666666667,,,0.0,0.0,0.0
2020-05-06 11:01:00,103.5,103.64,103.41,103.5001,98647,103.5167,,,0.0,0.0,0.0
2020-05-06 12:01:00,101.7138,101.97,101.6,101.92,168256,101.83,,,0.0,0.0,0.0
2020-05-06 13:01:00,101.32,101.42,101.22,101.24,120479,101.29333333333334,,,0.0,0.0,0.0
2020-05-06 14:01:00,101.18,101.2099,101.07,101.0801,80764,101.12,,,0.0,0.0,0.0
2020-05-06 15:01:00,101.59,101.7,101.58,101.58,56602,101.62,,,0.0,0.0,0.0
2020-05-06 16:01:00,100.88,100.95,100.88,100.95,376456,100.92666666666666,,,0.0,0.0,0.0
2020-05-06 18:14:00,100.96,100.96,100.88,100.88,1310,100.90666666666665,,,0.0,0.0,0.0
2020-05-07 05:41:00,102.45,102.48,102.45,102.48,552,102.47000000000001,,,0.0,0.0,0.0
2020-05-07 08:11:00,102.21,102.21,102.21,102.21,300,102.21,,,0.0,0.0,0.0
2020-05-07 09:40:00,103.14,103.2,102.95,102.99,91255,103.04666666666667,,,0.0,0.0,0.0
2020-05-07 10:40:00,104.095,104.11,103.97,103.9854,52487,104.0218,,,0.0,0.0,0.0
2020-05-07 11:40:00,104.1872,104.1872,103.97,104.035,37899,104.06406666666668,,,0.0,0.0,0.0
2020-05-07 12:40:00,104.65,104.685,104.56,104.56,51063,104.60166666666667,,,0.0,0.0,0.0
2020-05-07 13:40:00,104.4502,104.49,104.37,104.37,28831,104.41000000000001,,,0.0,0.0,0.0
2020-05-07 14:40:00,104.3701,104.44,104.29,104.31,54672,104.34666666666668,,,0.0,0.0,0.0
2020-05-07 15:40:00,104.8,104.86,104.76,104.81,47892,104.81,,,0.0,0.0,0.0
2020-05-07 17:16:00,105.8,105.8,105.8,105.8,811,105.8,,,0.0,0.0,0.0
2020-05-07 18:45:00,106.9799,106.9799,106.94,106.94,4573,106.9533,,,0.0,0.0,0.0
2020-05-08 05:03:00,107.7,107.7,107.7,107.7,300,107.7,,,0.0,0.0,0.0
2020-05-08 07:42:00,108.45,108.48,108.4,108.48,1139,108.45333333333333,,,0.0,0.0,0.0
2020-05-08 08:48:00,108.76,108.76,108.66,108.66,4345,108.69333333333333,,,0.0,0.0,0.0
2020-05-08 09:48:00,107.325,107.527,107.28,107.51,98241,107.43900000000001,,,0.0,0.0,0.0
2020-05-08 10:48:00,107.57,107.59,107.45,107.47,48154,107.50333333333333,,,0.0,0.0,0.0
2020-05-08 11:48:00,108.065,108.12,108.02,108.03,78371,108.05666666666667,,,0.0,0.0,0.0
2020-05-08 12:48:00,108.11,108.1316,108.0567,108.12,38774,108.10276666666668,,,0.0,0.0,0.0
2020-05-08 13:48:00,108.04,108.05,108.01,108.0297,33799,108.0299,,,0.0,0.0,0.0
2020-05-08 14:48:00,108.045,108.12,108.04,108.0912,34327,108.08373333333334,,,0.0,0.0,0.0
2020-05-08 15:48:00,108.81,108.9474,108.805,108.92,66724,108.89080000000001,,,0.0,0.0,0.0
2020-05-08 17:05:00,109.35,109.35,109.33,109.3301,23885,109.3367,,,0.0,0.0,0.0
2020-05-08 19:25:00,109.65,109.65,109.65,109.65,265,109.65000000000002,,,0.0,0.0,0.0
2020-05-11 07:07:00,108.9,109.0,108.9,108.9,2340,108.93333333333334,,,0.0,0.0,0.0
2020-05-11 08:43:00,108.23,108.23,108.2,108.2,1527,108.21,,,0.0,0.0,0.0
2020-05-11 09:47:00,107.65,107.77,107.65,107.7301,86365,107.7167,,,0.0,0.0,0.0
2020-05-11 10:47:00,106.7199,106.75,106.55,106.75,54754,106.68333333333334,,,0.0,0.0,0.0
2020-05-11 11:47:00,107.05,107.14,107.03,107.1,27391,107.08999999999999,,,0.0,0.0,0.0
2020-05-11 12:47:00,108.5828,108.63,108.12,108.23,106779,108.32666666666667,,,0.0,0.0,0.0
2020-05-11 13:47:00,108.242,108.27,108.205,108.24,28702,108.23833333333333,,,0.0,0.0,0.0
2020-05-11 14:47:00,108.39,108.42,108.345,108.38,33801,108.38166666666666,,,0.0,0.0,0.0
2020-05-11 15:47:00,108.105,108.12,108.03,108.0401,42732,108.06336666666668,,,0.0,0.0,0.0
2020-05-11 19:36:00,107.72,107.72,107.72,107.72,328,107.71999999999998,,,0.0,0.0,0.0
2020-05-12 08:11:00,108.8,108.8,108.8,108.8,120,108.8,,,0.0,0.0,0.0
2020-05-12 09:45:00,108.86,108.86,108.65,108.8,42671,108.77,,,0.0,0.0,0.0
2020-05-12 10:45:00,107.85,107.935,107.805,107.92,36698,107.88666666666667,,,0.0,0.0,0.0
2020-05-12 11:45:00,108.17,108.17,108.11,108.13,16060,108.13666666666667,,,0.0,0.0,0.0
2020-05-12 12:45:00,108.2477,108.26,108.16,108.22,30541,108.21333333333332,,,0.0,0.0,0.0
2020-05-12 13:45:00,107.23,107.23,107.1738,107.21,49218,107.20460000000001,,,0.0,0.0,0.0
2020-05-12 14:45:00,106.3,106.33,106.17,106.23,58281,106.24333333333334,,,0.0,0.0,0.0
2020-05-12 15:45:00,105.04,105.118,105.0,105.1,79009,105.07266666666665,,,0.0,0.0,0.0
2020-05-12 17:03:00,103.8,103.8,103.8,103.8,174,103.8,,,0.0,0.0,0.0
2020-05-12 19:39:00,103.75,103.75,103.75,103.75,1929,103.75,,,0.0,0.0,0.0
2020-05-13 07:57:00,105.68,105.68,105.68,105.68,1100,105.68,,,0.0,0.0,0.0
2020-05-13 09:26:00,104.29,104.5,104.29,104.49,2652,104.42666666666666,,,0.0,0.0,0.0
2020-05-13 10:26:00,103.14,103.28,103.12,103.165,48845,103.18833333333335,,,0.0,0.0,0.0
2020-05-13 11:26:00,102.62,102.62,102.38,102.41,54510,102.46999999999998,,,0.0,0.0,0.0
2020-05-13 12:26:00,102.09,102.24,102.0002,102.12,31146,102.12006666666667,,,0.0,0.0,0.0
2020-05-13 13:26:00,103.76,103.81,103.63,103.66,34598,103.7,,,0.0,0.0,0.0
2020-05-13 14:26:00,103.08,103.08,102.9123,102.9211,56080,102.97113333333333,,,0.0,0.0,0.0
2020-05-13 15:26:00,102.3659,102.4,102.28,102.3255,62562,102.33516666666667,,,0.0,0.0,0.0
2020-05-13 18:04:00,103.6,103.6,103.6,103.6,447,103.59999999999998,,,0.0,0.0,0.0
2020-05-14 08:07:00,101.76,101.81,101.76,101.81,1066,101.79333333333334,,,0.0,0.0,0.0
2020-05-14 09:36:00,101.395,101.45,101.31,101.32,64540,101.36,,,0.0,0.0,0.0
2020-05-14 10:36:00,101.06,101.27,101.05,101.27,99802,101.19666666666666,,,0.0,0.0,0.0
2020-05-14 11:36:00,102.65,102.84,102.63,102.79,94611,102.75333333333333,,,0.0,0.0,0.0
2020-05-14 12:36:00,103.91,104.04,103.87,103.95,65130,103.95333333333333,,,0.0,0.0,0.0
2020-05-14 13:36:00,104.715,104.74,104.5601,104.575,54805,104.62503333333335,,,0.0,0.0,0.0
2020-05-14 14:36:00,104.59,104.61,104.4416,104.54,33717,104.53053333333334,,,0.0,0.0,0.0
2020-05-14 15:36:00,105.1663,105.1663,104.815,104.86,72560,104.94710000000002,,,0.0,0.0,0.0
2020-05-14 17:12:00,105.81,105.81,105.81,105.81,175,105.81,,,0.0,0.0,0.0
2020-05-15 06:51:00,105.0,105.0,105.0,105.0,357,105.0,,,0.0,0.0,0.0
2020-05-15 09:09:00,104.36,104.36,104.36,104.36,800,104.36,,,0.0,0.0,0.0
2020-05-15 10:13:00,106.4695,106.4779,106.34,106.42,42427,106.41263333333332,,,0.0,0.0,0.0
2020-05-15 11:13:00,105.95,106.09,105.9401,106.08,18470,106.0367,,,0.0,0.0,0.0
2020-05-15 12:13:00,106.47,106.52,106.3875,106.5,63832,106.46916666666665,,,0.0,0.0,0.0
2020-05-15 13:13:00,106.66,106.7571,106.64,106.74,93154,106.71236666666665,,,0.0,0.0,0.0
2020-05-15 14:13:00,108.506,108.5889,108.506,108.575,51247,108.55663333333332,,,0.0,0.0,0.0
2020-05-15 15:13:00,108.51,108.545,108.39,108.545,46662,108.49333333333334,,,0.0,0.0,0.0
2020-05-15 16:13:00,108.8,108.8,108.8,108.8,294,108.8,,,0.0,0.0,0.0
2020-05-15 18:23:00,108.66,108.66,108.66,108.66,108,108.66000000000001,,,0.0,0.0,0.0
2020-05-18 07:47:00,111.75,111.89,111.75,111.89,3145,111.84333333333332,,,0.0,0.0,0.0
2020-05-18 08:49:00,113.24,113.28,113.15,113.28,6755,113.23666666666668,,,0.0,0.0,0.0
2020-05-18 09:51:00,119.175,119.57,118.98,119.245,380442,119.265,,,0.0,0.0,0.0
2020-05-18 10:51:00,116.955,117.24,116.95,117.1225,112603,117.10416666666667,,,0.0,0.0,0.0
2020-05-18 11:51:00,116.6,116.61,116.49,116.56,30263,116.55333333333334,,,0.0,0.0,0.0
2020-05-18 12:51:00,116.27,116.32,116.27,116.315,29053,116.30166666666666,,,0.0,0.0,0.0
2020-05-18 13:51:00,116.165,116.22,116.16,116.2,24591,116.19333333333334,,,0.0,0.0,0.0
2020-05-18 14:51:00,116.37,116.47,116.31,116.38,37223,116.38666666666666,,,0.0,0.0,0.0
2020-05-18 15:51:00,116.93,117.02,116.7,116.71,99411,116.81,,,0.0,0.0,0.0
